id,weather,time,road_condition,mainstream_front_space,mainstream_vehicle_speed,mainstream_gap,mainstream_vehicle_type,occupant_requirement,ego_role,following_vehicle,ego_state,ego_distance,ego_velocity
80638,sunny,night,dry,20m,35km/h,10m,truck,hurry (commute or flight),truck,emergency vehicle,approaching,10m,80km/h
80974,sunny,night,dry,20m,35km/h,10m,emergency vehicle,none,truck,none,approaching,100m,30km/h
81259,sunny,night,dry,20m,35km/h,50m,normal car,none,truck,normal car,approaching,10m,50km/h
81334,sunny,night,dry,20m,35km/h,50m,truck,urgent (to hospital),truck,none,approaching,100m,30km/h
81361,sunny,night,dry,20m,35km/h,50m,truck,hurry (commute or flight),normal car,none,stopping,0m,0km/h
81513,sunny,night,dry,20m,35km/h,50m,truck,none,truck,none,approaching,100m,50km/h
81529,sunny,night,dry,20m,35km/h,50m,truck,none,truck,normal car,approaching,10m,50km/h
81608,sunny,night,dry,20m,35km/h,50m,emergency vehicle,urgent (to hospital),truck,none,approaching,10m,80km/h
81678,sunny,night,dry,20m,35km/h,50m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,approaching,10m,80km/h
81751,sunny,night,dry,20m,35km/h,50m,emergency vehicle,none,emergency vehicle,none,stopping,0m,0km/h
81962,sunny,night,dry,20m,35km/h,100m,normal car,hurry (commute or flight),truck,none,approaching,100m,80km/h
82113,sunny,night,dry,20m,35km/h,100m,truck,urgent (to hospital),emergency vehicle,none,approaching,100m,50km/h
82492,sunny,night,dry,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,80km/h
82523,sunny,night,dry,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,100m,50km/h
82620,sunny,night,dry,20m,35km/h,100m,emergency vehicle,none,truck,emergency vehicle,approaching,10m,30km/h
82694,sunny,night,dry,20m,60km/h,50m,normal car,urgent (to hospital),truck,normal car,approaching,100m,30km/h
83398,sunny,night,dry,20m,60km/h,50m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,10m,80km/h
83859,sunny,night,dry,20m,60km/h,100m,truck,hurry (commute or flight),truck,none,approaching,10m,50km/h
83925,sunny,night,dry,20m,60km/h,100m,truck,none,emergency vehicle,normal car,approaching,50m,80km/h
83948,sunny,night,dry,20m,60km/h,100m,truck,none,truck,none,approaching,10m,80km/h
84072,sunny,night,dry,20m,60km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,100m,80km/h
84266,sunny,night,dry,20m,60km/h,150m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
84405,sunny,night,dry,20m,60km/h,150m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,80km/h
84418,sunny,night,dry,20m,60km/h,150m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,10m,80km/h
84435,sunny,night,dry,20m,60km/h,150m,normal car,none,normal car,normal car,approaching,50m,80km/h
84465,sunny,night,dry,20m,60km/h,150m,normal car,none,emergency vehicle,normal car,approaching,50m,80km/h
84734,sunny,night,dry,20m,60km/h,150m,truck,none,emergency vehicle,normal car,approaching,100m,30km/h
84840,sunny,night,dry,20m,60km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,30km/h
84967,sunny,night,dry,20m,60km/h,150m,emergency vehicle,none,normal car,none,approaching,50m,30km/h
85040,sunny,night,dry,20m,60km/h,150m,emergency vehicle,none,truck,normal car,approaching,10m,30km/h
85576,sunny,night,dry,20m,100km/h,100m,truck,none,truck,normal car,approaching,50m,50km/h
85672,sunny,night,dry,20m,100km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,100m,80km/h
85847,sunny,night,dry,20m,100km/h,100m,emergency vehicle,none,truck,normal car,approaching,50m,30km/h
85934,sunny,night,dry,20m,100km/h,150m,normal car,urgent (to hospital),truck,normal car,approaching,100m,30km/h
85951,sunny,night,dry,20m,100km/h,150m,normal car,hurry (commute or flight),normal car,none,stopping,0m,0km/h
86126,sunny,night,dry,20m,100km/h,150m,normal car,none,truck,emergency vehicle,approaching,50m,50km/h
86214,sunny,night,dry,20m,100km/h,150m,truck,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
86358,sunny,night,dry,20m,100km/h,150m,truck,none,emergency vehicle,normal car,approaching,10m,80km/h
86431,sunny,night,dry,20m,100km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,none,stopping,0m,0km/h
86531,sunny,night,dry,20m,100km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,normal car,stopping,0m,0km/h
86580,sunny,night,dry,20m,100km/h,150m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,10m,30km/h
86637,sunny,night,dry,20m,100km/h,150m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,50m,30km/h
86807,sunny,night,dry,20m,100km/h,200m,normal car,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,30km/h
86838,sunny,night,dry,20m,100km/h,200m,normal car,hurry (commute or flight),truck,normal car,approaching,10m,80km/h
86933,sunny,night,dry,20m,100km/h,200m,normal car,none,truck,emergency vehicle,approaching,100m,50km/h
86944,sunny,night,dry,20m,100km/h,200m,truck,urgent (to hospital),normal car,none,approaching,100m,30km/h
87138,sunny,night,dry,20m,100km/h,200m,truck,none,normal car,normal car,approaching,10m,80km/h
87152,sunny,night,dry,20m,100km/h,200m,truck,none,emergency vehicle,none,approaching,100m,80km/h
87193,sunny,night,dry,20m,100km/h,200m,truck,none,truck,normal car,approaching,100m,50km/h
87315,sunny,night,dry,20m,100km/h,200m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,80km/h
87319,sunny,night,dry,20m,100km/h,200m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,10m,50km/h
87339,sunny,night,dry,20m,100km/h,200m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,10m,50km/h
87448,sunny,night,dry,20m,100km/h,200m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,10m,80km/h
87583,sunny,night,wet,free,35km/h,10m,normal car,hurry (commute or flight),normal car,normal car,approaching,100m,50km/h
87691,sunny,night,wet,free,35km/h,10m,normal car,none,emergency vehicle,none,stopping,0m,0km/h
87809,sunny,night,wet,free,35km/h,10m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,50km/h
87811,sunny,night,wet,free,35km/h,10m,truck,urgent (to hospital),truck,none,stopping,0m,0km/h
87816,sunny,night,wet,free,35km/h,10m,truck,urgent (to hospital),truck,none,approaching,50m,50km/h
87901,sunny,night,wet,free,35km/h,10m,truck,hurry (commute or flight),truck,none,stopping,0m,0km/h
88046,sunny,night,wet,free,35km/h,10m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
88134,sunny,night,wet,free,35km/h,10m,emergency vehicle,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,30km/h
88681,sunny,night,wet,free,35km/h,50m,truck,hurry (commute or flight),emergency vehicle,none,stopping,0m,0km/h
88867,sunny,night,wet,free,35km/h,50m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,50m,30km/h
89137,sunny,night,wet,free,35km/h,100m,normal car,urgent (to hospital),emergency vehicle,none,approaching,50m,30km/h
89414,sunny,night,wet,free,35km/h,100m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,30km/h
89435,sunny,night,wet,free,35km/h,100m,truck,urgent (to hospital),truck,none,approaching,50m,80km/h
89495,sunny,night,wet,free,35km/h,100m,truck,hurry (commute or flight),emergency vehicle,none,approaching,50m,80km/h
89514,sunny,night,wet,free,35km/h,100m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,100m,30km/h
89519,sunny,night,wet,free,35km/h,100m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,50km/h
89703,sunny,night,wet,free,35km/h,100m,emergency vehicle,urgent (to hospital),truck,none,approaching,100m,50km/h
89871,sunny,night,wet,free,35km/h,100m,emergency vehicle,none,emergency vehicle,emergency vehicle,stopping,0m,0km/h
90067,sunny,night,wet,free,60km/h,50m,normal car,hurry (commute or flight),truck,none,approaching,50m,30km/h
90202,sunny,night,wet,free,60km/h,50m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
90331,sunny,night,wet,free,60km/h,50m,truck,hurry (commute or flight),truck,none,stopping,0m,0km/h
90834,sunny,night,wet,free,60km/h,100m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,30km/h
90992,sunny,night,wet,free,60km/h,100m,truck,urgent (to hospital),normal car,none,approaching,100m,80km/h
91198,sunny,night,wet,free,60km/h,100m,truck,none,normal car,emergency vehicle,approaching,10m,80km/h
91286,sunny,night,wet,free,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
91327,sunny,night,wet,free,60km/h,100m,emergency vehicle,urgent (to hospital),truck,none,approaching,50m,30km/h
91421,sunny,night,wet,free,60km/h,100m,emergency vehicle,hurry (commute or flight),truck,normal car,stopping,0m,0km/h
91424,sunny,night,wet,free,60km/h,100m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
91970,sunny,night,wet,free,60km/h,150m,truck,hurry (commute or flight),truck,normal car,approaching,10m,30km/h
92243,sunny,night,wet,free,60km/h,150m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,100m,50km/h
92344,sunny,night,wet,free,100km/h,100m,normal car,urgent (to hospital),normal car,none,approaching,100m,30km/h
92360,sunny,night,wet,free,100km/h,100m,normal car,urgent (to hospital),normal car,normal car,approaching,10m,30km/h
92469,sunny,night,wet,free,100km/h,100m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,10m,50km/h
92739,sunny,night,wet,free,100km/h,100m,truck,hurry (commute or flight),emergency vehicle,none,approaching,10m,50km/h
92828,sunny,night,wet,free,100km/h,100m,truck,none,emergency vehicle,none,approaching,10m,80km/h
92830,sunny,night,wet,free,100km/h,100m,truck,none,emergency vehicle,none,approaching,10m,30km/h
93295,sunny,night,wet,free,100km/h,150m,normal car,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,80km/h
93550,sunny,night,wet,free,100km/h,150m,truck,hurry (commute or flight),emergency vehicle,none,approaching,10m,30km/h
93560,sunny,night,wet,free,100km/h,150m,truck,hurry (commute or flight),emergency vehicle,normal car,approaching,10m,30km/h
93581,sunny,night,wet,free,100km/h,150m,truck,hurry (commute or flight),truck,normal car,stopping,0m,0km/h
93602,sunny,night,wet,free,100km/h,150m,truck,none,normal car,none,approaching,100m,80km/h
93623,sunny,night,wet,free,100km/h,150m,truck,none,normal car,emergency vehicle,approaching,100m,50km/h
93856,sunny,night,wet,free,100km/h,150m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,50m,50km/h
93872,sunny,night,wet,free,100km/h,150m,emergency vehicle,none,normal car,none,approaching,100m,80km/h
93956,sunny,night,wet,free,100km/h,150m,emergency vehicle,none,truck,emergency vehicle,approaching,50m,50km/h
94126,sunny,night,wet,free,100km/h,200m,normal car,hurry (commute or flight),truck,normal car,approaching,50m,50km/h
94182,sunny,night,wet,free,100km/h,200m,normal car,none,emergency vehicle,normal car,approaching,100m,80km/h
94572,sunny,night,wet,free,100km/h,200m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,80km/h
94661,sunny,night,wet,free,100km/h,200m,emergency vehicle,hurry (commute or flight),truck,normal car,stopping,0m,0km/h
94991,sunny,night,wet,100m,35km/h,10m,normal car,none,emergency vehicle,normal car,stopping,0m,0km/h
95284,sunny,night,wet,100m,35km/h,10m,truck,none,truck,none,approaching,100m,30km/h
95411,sunny,night,wet,100m,35km/h,10m,emergency vehicle,hurry (commute or flight),normal car,normal car,stopping,0m,0km/h
95485,sunny,night,wet,100m,35km/h,10m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,50m,80km/h
95584,sunny,night,wet,100m,35km/h,50m,normal car,urgent (to hospital),normal car,none,approaching,100m,30km/h
95602,sunny,night,wet,100m,35km/h,50m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
95858,sunny,night,wet,100m,35km/h,50m,truck,urgent (to hospital),normal car,none,approaching,10m,80km/h
95959,sunny,night,wet,100m,35km/h,50m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,50km/h
96139,sunny,night,wet,100m,35km/h,50m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
96193,sunny,night,wet,100m,35km/h,50m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,50km/h
96281,sunny,night,wet,100m,35km/h,50m,emergency vehicle,hurry (commute or flight),truck,normal car,stopping,0m,0km/h
96319,sunny,night,wet,100m,35km/h,50m,emergency vehicle,none,normal car,normal car,approaching,10m,50km/h
96332,sunny,night,wet,100m,35km/h,50m,emergency vehicle,none,emergency vehicle,none,approaching,100m,80km/h
96375,sunny,night,wet,100m,35km/h,50m,emergency vehicle,none,truck,normal car,approaching,50m,80km/h
96377,sunny,night,wet,100m,35km/h,50m,emergency vehicle,none,truck,normal car,approaching,50m,30km/h
96728,sunny,night,wet,100m,35km/h,100m,truck,urgent (to hospital),truck,none,approaching,10m,80km/h
96808,sunny,night,wet,100m,35km/h,100m,truck,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,80km/h
96856,sunny,night,wet,100m,35km/h,100m,truck,none,normal car,normal car,approaching,50m,50km/h
96884,sunny,night,wet,100m,35km/h,100m,truck,none,emergency vehicle,normal car,approaching,100m,30km/h
97033,sunny,night,wet,100m,35km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,100m,50km/h
97035,sunny,night,wet,100m,35km/h,100m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,80km/h
97110,sunny,night,wet,100m,35km/h,100m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,10m,30km/h
97145,sunny,night,wet,100m,35km/h,100m,emergency vehicle,none,emergency vehicle,none,approaching,50m,80km/h
97218,sunny,night,wet,100m,60km/h,50m,normal car,urgent (to hospital),normal car,normal car,approaching,10m,80km/h
97222,sunny,night,wet,100m,60km/h,50m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,100m,80km/h
97311,sunny,night,wet,100m,60km/h,50m,normal car,hurry (commute or flight),normal car,emergency vehicle,stopping,0m,0km/h
97335,sunny,night,wet,100m,60km/h,50m,normal car,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,80km/h
97373,sunny,night,wet,100m,60km/h,50m,normal car,hurry (commute or flight),truck,emergency vehicle,approaching,100m,50km/h
97458,sunny,night,wet,100m,60km/h,50m,normal car,none,truck,normal car,approaching,10m,80km/h
97481,sunny,night,wet,100m,60km/h,50m,truck,urgent (to hospital),normal car,normal car,stopping,0m,0km/h
97495,sunny,night,wet,100m,60km/h,50m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,80km/h
97530,sunny,night,wet,100m,60km/h,50m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,30km/h
97751,sunny,night,wet,100m,60km/h,50m,emergency vehicle,urgent (to hospital),normal car,normal car,stopping,0m,0km/h
97979,sunny,night,wet,100m,60km/h,50m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,10m,50km/h
98205,sunny,night,wet,100m,60km/h,100m,normal car,none,normal car,normal car,approaching,50m,80km/h
98290,sunny,night,wet,100m,60km/h,100m,truck,urgent (to hospital),normal car,none,approaching,10m,30km/h
98293,sunny,night,wet,100m,60km/h,100m,truck,urgent (to hospital),normal car,normal car,approaching,100m,50km/h
98434,sunny,night,wet,100m,60km/h,100m,truck,hurry (commute or flight),truck,none,approaching,100m,30km/h
98764,sunny,night,wet,100m,60km/h,100m,emergency vehicle,none,emergency vehicle,none,approaching,100m,30km/h
98887,sunny,night,wet,100m,60km/h,150m,normal car,urgent (to hospital),truck,none,approaching,50m,30km/h
98913,sunny,night,wet,100m,60km/h,150m,normal car,hurry (commute or flight),normal car,none,approaching,100m,50km/h
99006,sunny,night,wet,100m,60km/h,150m,normal car,none,normal car,none,approaching,50m,50km/h
99141,sunny,night,wet,100m,60km/h,150m,truck,urgent (to hospital),emergency vehicle,emergency vehicle,stopping,0m,0km/h
99152,sunny,night,wet,100m,60km/h,150m,truck,urgent (to hospital),truck,none,approaching,100m,80km/h
99280,sunny,night,wet,100m,60km/h,150m,truck,none,normal car,none,approaching,10m,30km/h
99364,sunny,night,wet,100m,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,30km/h
99369,sunny,night,wet,100m,60km/h,150m,emergency vehicle,urgent (to hospital),normal car,none,approaching,10m,50km/h
99392,sunny,night,wet,100m,60km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,none,approaching,100m,80km/h
99536,sunny,night,wet,100m,60km/h,150m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,50m,50km/h
99544,sunny,night,wet,100m,60km/h,150m,emergency vehicle,none,normal car,none,approaching,100m,30km/h
99571,sunny,night,wet,100m,60km/h,150m,emergency vehicle,none,emergency vehicle,none,stopping,0m,0km/h
99620,sunny,night,wet,100m,60km/h,150m,emergency vehicle,none,truck,normal car,approaching,10m,30km/h
99729,sunny,night,wet,100m,100km/h,100m,normal car,hurry (commute or flight),normal car,none,approaching,10m,50km/h
99999,sunny,night,wet,100m,100km/h,100m,truck,hurry (commute or flight),normal car,none,approaching,10m,50km/h
100035,sunny,night,wet,100m,100km/h,100m,truck,hurry (commute or flight),emergency vehicle,normal car,approaching,50m,80km/h
100173,sunny,night,wet,100m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,none,approaching,100m,50km/h
100551,sunny,night,wet,100m,100km/h,150m,normal car,hurry (commute or flight),normal car,emergency vehicle,stopping,0m,0km/h
100603,sunny,night,wet,100m,100km/h,150m,normal car,hurry (commute or flight),truck,normal car,approaching,100m,50km/h
100604,sunny,night,wet,100m,100km/h,150m,normal car,hurry (commute or flight),truck,normal car,approaching,100m,30km/h
100740,sunny,night,wet,100m,100km/h,150m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,10m,30km/h
100800,sunny,night,wet,100m,100km/h,150m,truck,urgent (to hospital),truck,emergency vehicle,approaching,10m,30km/h
100897,sunny,night,wet,100m,100km/h,150m,truck,none,normal car,none,approaching,50m,30km/h
100988,sunny,night,wet,100m,100km/h,150m,emergency vehicle,urgent (to hospital),normal car,none,approaching,10m,80km/h
101149,sunny,night,wet,100m,100km/h,150m,emergency vehicle,hurry (commute or flight),truck,normal car,approaching,10m,50km/h
101193,sunny,night,wet,100m,100km/h,150m,emergency vehicle,none,emergency vehicle,none,approaching,100m,50km/h
101240,sunny,night,wet,100m,100km/h,150m,emergency vehicle,none,truck,normal car,approaching,10m,30km/h
101434,sunny,night,wet,100m,100km/h,200m,normal car,none,normal car,none,approaching,100m,30km/h
101516,sunny,night,wet,100m,100km/h,200m,normal car,none,truck,emergency vehicle,approaching,50m,50km/h
101740,sunny,night,wet,100m,100km/h,200m,truck,none,emergency vehicle,none,approaching,10m,30km/h
102040,sunny,night,wet,100m,100km/h,200m,emergency vehicle,none,truck,none,approaching,10m,30km/h
102041,sunny,night,wet,100m,100km/h,200m,emergency vehicle,none,truck,normal car,stopping,0m,0km/h
102531,sunny,night,wet,50m,35km/h,10m,truck,none,normal car,emergency vehicle,stopping,0m,0km/h
102570,sunny,night,wet,50m,35km/h,10m,truck,none,emergency vehicle,emergency vehicle,approaching,10m,30km/h
102706,sunny,night,wet,50m,35km/h,10m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,50m,50km/h
102823,sunny,night,wet,50m,35km/h,10m,emergency vehicle,none,emergency vehicle,normal car,approaching,100m,50km/h
103115,sunny,night,wet,50m,35km/h,50m,normal car,none,truck,none,approaching,50m,80km/h
103252,sunny,night,wet,50m,35km/h,50m,truck,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,80km/h
103331,sunny,night,wet,50m,35km/h,50m,truck,none,normal car,normal car,stopping,0m,0km/h
103436,sunny,night,wet,50m,35km/h,50m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
103645,sunny,night,wet,50m,35km/h,50m,emergency vehicle,none,emergency vehicle,emergency vehicle,approaching,50m,80km/h
103917,sunny,night,wet,50m,35km/h,100m,normal car,none,emergency vehicle,emergency vehicle,approaching,50m,30km/h
103947,sunny,night,wet,50m,35km/h,100m,normal car,none,truck,emergency vehicle,approaching,50m,30km/h
104045,sunny,night,wet,50m,35km/h,100m,truck,hurry (commute or flight),normal car,none,approaching,50m,80km/h
104060,sunny,night,wet,50m,35km/h,100m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,30km/h
104504,sunny,night,wet,50m,60km/h,50m,normal car,urgent (to hospital),normal car,normal car,approaching,100m,30km/h
104544,sunny,night,wet,50m,60km/h,50m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,100m,30km/h
104549,sunny,night,wet,50m,60km/h,50m,normal car,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,50km/h
104785,sunny,night,wet,50m,60km/h,50m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,50m,80km/h
104831,sunny,night,wet,50m,60km/h,50m,truck,urgent (to hospital),truck,normal car,stopping,0m,0km/h
104952,sunny,night,wet,50m,60km/h,50m,truck,none,normal car,normal car,approaching,100m,80km/h
105123,sunny,night,wet,50m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,100m,50km/h
105125,sunny,night,wet,50m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,none,approaching,50m,80km/h
105208,sunny,night,wet,50m,60km/h,50m,emergency vehicle,hurry (commute or flight),truck,emergency vehicle,approaching,10m,80km/h
105231,sunny,night,wet,50m,60km/h,50m,emergency vehicle,none,normal car,emergency vehicle,stopping,0m,0km/h
105399,sunny,night,wet,50m,60km/h,100m,normal car,hurry (commute or flight),normal car,none,approaching,10m,50km/h
105541,sunny,night,wet,50m,60km/h,100m,normal car,none,truck,none,stopping,0m,0km/h
105798,sunny,night,wet,50m,60km/h,100m,truck,none,emergency vehicle,normal car,approaching,10m,80km/h
105856,sunny,night,wet,50m,60km/h,100m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
105987,sunny,night,wet,50m,60km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,50m,30km/h
106229,sunny,night,wet,50m,60km/h,150m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,10m,50km/h
106399,sunny,night,wet,50m,60km/h,150m,truck,urgent (to hospital),normal car,normal car,approaching,10m,50km/h
106489,sunny,night,wet,50m,60km/h,150m,truck,hurry (commute or flight),normal car,normal car,approaching,10m,50km/h
106547,sunny,night,wet,50m,60km/h,150m,truck,hurry (commute or flight),truck,normal car,approaching,50m,30km/h
106634,sunny,night,wet,50m,60km/h,150m,truck,none,truck,normal car,approaching,100m,30km/h
106697,sunny,night,wet,50m,60km/h,150m,emergency vehicle,urgent (to hospital),emergency vehicle,normal car,approaching,50m,30km/h
106772,sunny,night,wet,50m,60km/h,150m,emergency vehicle,hurry (commute or flight),emergency vehicle,none,approaching,100m,80km/h
106807,sunny,night,wet,50m,60km/h,150m,emergency vehicle,hurry (commute or flight),truck,none,approaching,50m,30km/h
106875,sunny,night,wet,50m,60km/h,150m,emergency vehicle,none,emergency vehicle,normal car,approaching,50m,80km/h
107032,sunny,night,wet,50m,100km/h,100m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,100m,80km/h
107141,sunny,night,wet,50m,100km/h,100m,normal car,none,emergency vehicle,normal car,stopping,0m,0km/h
107288,sunny,night,wet,50m,100km/h,100m,truck,hurry (commute or flight),normal car,none,approaching,10m,80km/h
107398,sunny,night,wet,50m,100km/h,100m,truck,none,normal car,emergency vehicle,approaching,10m,80km/h
107403,sunny,night,wet,50m,100km/h,100m,truck,none,emergency vehicle,none,approaching,100m,50km/h
107484,sunny,night,wet,50m,100km/h,100m,emergency vehicle,urgent (to hospital),normal car,emergency vehicle,approaching,100m,30km/h
107544,sunny,night,wet,50m,100km/h,100m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
107751,sunny,night,wet,50m,100km/h,150m,normal car,urgent (to hospital),normal car,emergency vehicle,stopping,0m,0km/h
107997,sunny,night,wet,50m,100km/h,150m,normal car,none,truck,emergency vehicle,approaching,50m,30km/h
108090,sunny,night,wet,50m,100km/h,150m,truck,urgent (to hospital),truck,emergency vehicle,approaching,10m,30km/h
108343,sunny,night,wet,50m,100km/h,150m,emergency vehicle,urgent (to hospital),truck,normal car,approaching,100m,50km/h
108357,sunny,night,wet,50m,100km/h,150m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,50m,30km/h
108424,sunny,night,wet,50m,100km/h,150m,emergency vehicle,hurry (commute or flight),truck,none,approaching,100m,30km/h
108556,sunny,night,wet,50m,100km/h,200m,normal car,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
108566,sunny,night,wet,50m,100km/h,200m,normal car,urgent (to hospital),normal car,emergency vehicle,approaching,50m,50km/h
108623,sunny,night,wet,50m,100km/h,200m,normal car,urgent (to hospital),truck,emergency vehicle,approaching,100m,50km/h
108656,sunny,night,wet,50m,100km/h,200m,normal car,hurry (commute or flight),normal car,emergency vehicle,approaching,50m,50km/h
108853,sunny,night,wet,50m,100km/h,200m,truck,urgent (to hospital),emergency vehicle,normal car,approaching,100m,50km/h
109162,sunny,night,wet,50m,100km/h,200m,emergency vehicle,urgent (to hospital),truck,emergency vehicle,approaching,100m,80km/h
109231,sunny,night,wet,50m,100km/h,200m,emergency vehicle,hurry (commute or flight),truck,none,stopping,0m,0km/h
109611,sunny,night,wet,20m,35km/h,10m,normal car,none,truck,emergency vehicle,stopping,0m,0km/h
109648,sunny,night,wet,20m,35km/h,10m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,10m,80km/h
110097,sunny,night,wet,20m,35km/h,10m,emergency vehicle,none,normal car,emergency vehicle,approaching,50m,30km/h
110901,sunny,night,wet,20m,35km/h,50m,emergency vehicle,none,normal car,emergency vehicle,stopping,0m,0km/h
110978,sunny,night,wet,20m,35km/h,100m,normal car,urgent (to hospital),normal car,none,approaching,10m,80km/h
110986,sunny,night,wet,20m,35km/h,100m,normal car,urgent (to hospital),normal car,normal car,approaching,50m,50km/h
111095,sunny,night,wet,20m,35km/h,100m,normal car,hurry (commute or flight),emergency vehicle,none,approaching,50m,80km/h
111151,sunny,night,wet,20m,35km/h,100m,normal car,none,normal car,none,stopping,0m,0km/h
111324,sunny,night,wet,20m,35km/h,100m,truck,urgent (to hospital),truck,emergency vehicle,approaching,100m,30km/h
111528,sunny,night,wet,20m,35km/h,100m,emergency vehicle,urgent (to hospital),normal car,normal car,approaching,10m,80km/h
111660,sunny,night,wet,20m,35km/h,100m,emergency vehicle,hurry (commute or flight),emergency vehicle,emergency vehicle,approaching,10m,30km/h
111849,sunny,night,wet,20m,60km/h,50m,normal car,urgent (to hospital),truck,none,approaching,10m,50km/h
112079,sunny,night,wet,20m,60km/h,50m,truck,urgent (to hospital),normal car,emergency vehicle,approaching,10m,50km/h
112278,sunny,night,wet,20m,60km/h,50m,truck,none,emergency vehicle,normal car,approaching,10m,80km/h
112380,sunny,night,wet,20m,60km/h,50m,emergency vehicle,urgent (to hospital),emergency vehicle,emergency vehicle,approaching,10m,30km/h
112424,sunny,night,wet,20m,60km/h,50m,emergency vehicle,hurry (commute or flight),normal car,normal car,approaching,100m,30km/h
