id,天气,时间,路况,行人类型,行人行为,行人动作,本车角色,乘客需求,与行人距离,本车速度
3546,晴天,白天,湿滑,警察,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
3563,晴天,白天,湿滑,警察,看手机,不走向人行道,卡车,无特别需求,50米,50km/h
3572,晴天,白天,湿滑,警察,与人交谈,停留,应急车辆,紧急（去医院）,50米,25km/h
3580,晴天,白天,湿滑,警察,与人交谈,停留,卡车,紧急（去医院）,10米,50km/h
3589,晴天,白天,湿滑,警察,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
3610,晴天,白天,湿滑,警察,与人交谈,停留,应急车辆,无特别需求,10米,50km/h
3624,晴天,白天,湿滑,警察,与人交谈,走向人行道,普通汽车,紧急（去医院）,100米,50km/h
3634,晴天,白天,湿滑,警察,与人交谈,走向人行道,卡车,紧急（去医院）,10米,50km/h
3636,晴天,白天,湿滑,警察,与人交谈,走向人行道,卡车,紧急（去医院）,100米,50km/h
3644,晴天,白天,湿滑,警察,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
3653,晴天,白天,湿滑,警察,与人交谈,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
3657,晴天,白天,湿滑,警察,与人交谈,走向人行道,普通汽车,无特别需求,100米,25km/h
3687,晴天,白天,湿滑,警察,与人交谈,不走向人行道,卡车,紧急（去医院）,100米,25km/h
3703,晴天,白天,湿滑,警察,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
3704,晴天,白天,湿滑,警察,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
3722,晴天,白天,湿滑,警察,与人交谈,不走向人行道,卡车,无特别需求,50米,25km/h
3726,晴天,白天,湿滑,警察,与人交谈,不走向人行道,卡车,无特别需求,100米,50km/h
3734,晴天,白天,湿滑,警察,四处张望,停留,应急车辆,紧急（去医院）,50米,25km/h
3754,晴天,白天,湿滑,警察,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
3770,晴天,白天,湿滑,警察,四处张望,停留,应急车辆,无特别需求,50米,25km/h
3777,晴天,白天,湿滑,警察,四处张望,停留,卡车,无特别需求,100米,25km/h
3779,晴天,白天,湿滑,警察,四处张望,停留,卡车,无特别需求,50米,50km/h
3789,晴天,白天,湿滑,警察,四处张望,走向人行道,应急车辆,紧急（去医院）,100米,25km/h
3795,晴天,白天,湿滑,警察,四处张望,走向人行道,卡车,紧急（去医院）,100米,25km/h
3822,晴天,白天,湿滑,警察,四处张望,走向人行道,普通汽车,无特别需求,100米,50km/h
3844,晴天,白天,湿滑,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,10米,50km/h
3845,晴天,白天,湿滑,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,50米,50km/h
3847,晴天,白天,湿滑,警察,四处张望,不走向人行道,卡车,紧急（去医院）,10米,25km/h
3858,晴天,白天,湿滑,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
3887,晴天,白天,湿滑,警察,四处张望,不走向人行道,卡车,无特别需求,50米,50km/h
3888,晴天,白天,湿滑,警察,四处张望,不走向人行道,卡车,无特别需求,100米,50km/h
3911,晴天,白天,湿滑,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
3913,晴天,白天,湿滑,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
3920,晴天,白天,湿滑,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,50米,25km/h
3966,晴天,白天,湿滑,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
3985,晴天,白天,湿滑,孕妇,看手机,走向人行道,应急车辆,无特别需求,10米,25km/h
3994,晴天,白天,湿滑,孕妇,看手机,走向人行道,卡车,无特别需求,10米,50km/h
4000,晴天,白天,湿滑,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,10米,50km/h
4008,晴天,白天,湿滑,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
4014,晴天,白天,湿滑,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,100米,50km/h
4029,晴天,白天,湿滑,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
4035,晴天,白天,湿滑,孕妇,看手机,不走向人行道,普通汽车,无特别需求,100米,25km/h
4038,晴天,白天,湿滑,孕妇,看手机,不走向人行道,普通汽车,无特别需求,100米,50km/h
4047,晴天,白天,湿滑,孕妇,看手机,不走向人行道,卡车,无特别需求,100米,25km/h
4050,晴天,白天,湿滑,孕妇,看手机,不走向人行道,卡车,无特别需求,100米,50km/h
4059,晴天,白天,湿滑,孕妇,与人交谈,停留,应急车辆,紧急（去医院）,100米,25km/h
4070,晴天,白天,湿滑,孕妇,与人交谈,停留,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
4073,晴天,白天,湿滑,孕妇,与人交谈,停留,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
4075,晴天,白天,湿滑,孕妇,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
4098,晴天,白天,湿滑,孕妇,与人交谈,停留,应急车辆,无特别需求,100米,50km/h
4102,晴天,白天,湿滑,孕妇,与人交谈,停留,卡车,无特别需求,10米,50km/h
4111,晴天,白天,湿滑,孕妇,与人交谈,走向人行道,应急车辆,紧急（去医院）,10米,25km/h
4129,晴天,白天,湿滑,孕妇,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
4141,晴天,白天,湿滑,孕妇,与人交谈,走向人行道,普通汽车,无特别需求,10米,25km/h
4150,晴天,白天,湿滑,孕妇,与人交谈,走向人行道,应急车辆,无特别需求,10米,50km/h
4157,晴天,白天,湿滑,孕妇,与人交谈,走向人行道,卡车,无特别需求,50米,50km/h
4166,晴天,白天,湿滑,孕妇,与人交谈,不走向人行道,应急车辆,紧急（去医院）,50米,25km/h
4179,晴天,白天,湿滑,孕妇,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
4187,晴天,白天,湿滑,孕妇,与人交谈,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
4190,晴天,白天,湿滑,孕妇,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
4198,晴天,白天,湿滑,孕妇,与人交谈,不走向人行道,普通汽车,无特别需求,10米,50km/h
4220,晴天,白天,湿滑,孕妇,四处张望,停留,应急车辆,紧急（去医院）,50米,25km/h
4231,晴天,白天,湿滑,孕妇,四处张望,停留,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
4246,晴天,白天,湿滑,孕妇,四处张望,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
4253,晴天,白天,湿滑,孕妇,四处张望,停留,普通汽车,无特别需求,50米,50km/h
4266,晴天,白天,湿滑,孕妇,四处张望,停留,卡车,无特别需求,100米,50km/h
4280,晴天,白天,湿滑,孕妇,四处张望,走向人行道,卡车,紧急（去医院）,50米,25km/h
4287,晴天,白天,湿滑,孕妇,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
4294,晴天,白天,湿滑,孕妇,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
4304,晴天,白天,湿滑,孕妇,四处张望,走向人行道,普通汽车,无特别需求,50米,25km/h
4319,晴天,白天,湿滑,孕妇,四处张望,走向人行道,卡车,无特别需求,50米,50km/h
4343,晴天,白天,湿滑,孕妇,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
4346,晴天,白天,湿滑,孕妇,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
4348,晴天,白天,湿滑,孕妇,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
4353,晴天,白天,湿滑,孕妇,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
4372,晴天,白天,湿滑,孕妇,四处张望,不走向人行道,卡车,无特别需求,10米,50km/h
4374,晴天,白天,湿滑,孕妇,四处张望,不走向人行道,卡车,无特别需求,100米,50km/h
4376,晴天,白天,湿滑,大学生,看手机,停留,普通汽车,紧急（去医院）,50米,25km/h
4386,晴天,白天,湿滑,大学生,看手机,停留,应急车辆,紧急（去医院）,100米,50km/h
4388,晴天,白天,湿滑,大学生,看手机,停留,卡车,紧急（去医院）,50米,25km/h
4389,晴天,白天,湿滑,大学生,看手机,停留,卡车,紧急（去医院）,100米,25km/h
4392,晴天,白天,湿滑,大学生,看手机,停留,卡车,紧急（去医院）,100米,50km/h
4401,晴天,白天,湿滑,大学生,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
4411,晴天,白天,湿滑,大学生,看手机,停留,普通汽车,无特别需求,10米,25km/h
4412,晴天,白天,湿滑,大学生,看手机,停留,普通汽车,无特别需求,50米,25km/h
4414,晴天,白天,湿滑,大学生,看手机,停留,普通汽车,无特别需求,10米,50km/h
4437,晴天,白天,湿滑,大学生,看手机,走向人行道,应急车辆,紧急（去医院）,100米,25km/h
4439,晴天,白天,湿滑,大学生,看手机,走向人行道,应急车辆,紧急（去医院）,50米,50km/h
4443,晴天,白天,湿滑,大学生,看手机,走向人行道,卡车,紧急（去医院）,100米,25km/h
4450,晴天,白天,湿滑,大学生,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
4451,晴天,白天,湿滑,大学生,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
4463,晴天,白天,湿滑,大学生,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
4473,晴天,白天,湿滑,大学生,看手机,走向人行道,应急车辆,无特别需求,100米,25km/h
4506,晴天,白天,湿滑,大学生,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
4510,晴天,白天,湿滑,大学生,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
4511,晴天,白天,湿滑,大学生,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
4520,晴天,白天,湿滑,大学生,看手机,不走向人行道,普通汽车,无特别需求,50米,25km/h
4526,晴天,白天,湿滑,大学生,看手机,不走向人行道,应急车辆,无特别需求,50米,25km/h
4541,晴天,白天,湿滑,大学生,与人交谈,停留,普通汽车,紧急（去医院）,50米,50km/h
4548,晴天,白天,湿滑,大学生,与人交谈,停留,应急车辆,紧急（去医院）,100米,50km/h
4565,晴天,白天,湿滑,大学生,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
4581,晴天,白天,湿滑,大学生,与人交谈,停留,应急车辆,无特别需求,100米,25km/h
4603,晴天,白天,湿滑,大学生,与人交谈,走向人行道,卡车,紧急（去医院）,10米,25km/h
4619,晴天,白天,湿滑,大学生,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
4623,晴天,白天,湿滑,大学生,与人交谈,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
4668,晴天,白天,湿滑,大学生,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
4703,晴天,白天,湿滑,大学生,四处张望,停留,普通汽车,紧急（去医院）,50米,50km/h
4721,晴天,白天,湿滑,大学生,四处张望,停留,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
4725,晴天,白天,湿滑,大学生,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
4741,晴天,白天,湿滑,大学生,四处张望,停留,应急车辆,无特别需求,10米,25km/h
4746,晴天,白天,湿滑,大学生,四处张望,停留,应急车辆,无特别需求,100米,50km/h
4751,晴天,白天,湿滑,大学生,四处张望,停留,卡车,无特别需求,50米,50km/h
4756,晴天,白天,湿滑,大学生,四处张望,走向人行道,普通汽车,紧急（去医院）,10米,50km/h
4768,晴天,白天,湿滑,大学生,四处张望,走向人行道,卡车,紧急（去医院）,10米,50km/h
4771,晴天,白天,湿滑,大学生,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
4789,晴天,白天,湿滑,大学生,四处张望,走向人行道,普通汽车,无特别需求,10米,25km/h
4817,晴天,白天,湿滑,大学生,四处张望,不走向人行道,应急车辆,紧急（去医院）,50米,50km/h
4843,晴天,白天,湿滑,大学生,四处张望,不走向人行道,普通汽车,无特别需求,10米,25km/h
4848,晴天,白天,湿滑,大学生,四处张望,不走向人行道,普通汽车,无特别需求,100米,50km/h
4875,晴天,夜晚,干燥,儿童,看手机,停留,卡车,紧急（去医院）,100米,25km/h
4878,晴天,夜晚,干燥,儿童,看手机,停留,卡车,紧急（去医院）,100米,50km/h
4881,晴天,夜晚,干燥,儿童,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
4895,晴天,夜晚,干燥,儿童,看手机,停留,卡车,赶时间（通勤或赶飞机）,50米,50km/h
4904,晴天,夜晚,干燥,儿童,看手机,停留,应急车辆,无特别需求,50米,25km/h
4908,晴天,夜晚,干燥,儿童,看手机,停留,应急车辆,无特别需求,100米,50km/h
4910,晴天,夜晚,干燥,儿童,看手机,停留,卡车,无特别需求,50米,25km/h
4922,晴天,夜晚,干燥,儿童,看手机,走向人行道,应急车辆,紧急（去医院）,50米,25km/h
4936,晴天,夜晚,干燥,儿童,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
4955,晴天,夜晚,干燥,儿童,看手机,走向人行道,普通汽车,无特别需求,50米,50km/h
4983,晴天,夜晚,干燥,儿童,看手机,不走向人行道,卡车,紧急（去医院）,100米,25km/h
4984,晴天,夜晚,干燥,儿童,看手机,不走向人行道,卡车,紧急（去医院）,10米,50km/h
4986,晴天,夜晚,干燥,儿童,看手机,不走向人行道,卡车,紧急（去医院）,100米,50km/h
4990,晴天,夜晚,干燥,儿童,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
5023,晴天,夜晚,干燥,儿童,与人交谈,停留,普通汽车,紧急（去医院）,10米,25km/h
5029,晴天,夜晚,干燥,儿童,与人交谈,停留,应急车辆,紧急（去医院）,10米,25km/h
5036,晴天,夜晚,干燥,儿童,与人交谈,停留,卡车,紧急（去医院）,50米,25km/h
5072,晴天,夜晚,干燥,儿童,与人交谈,停留,卡车,无特别需求,50米,25km/h
5095,晴天,夜晚,干燥,儿童,与人交谈,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
5103,晴天,夜晚,干燥,儿童,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
5116,晴天,夜晚,干燥,儿童,与人交谈,走向人行道,普通汽车,无特别需求,10米,50km/h
5117,晴天,夜晚,干燥,儿童,与人交谈,走向人行道,普通汽车,无特别需求,50米,50km/h
5118,晴天,夜晚,干燥,儿童,与人交谈,走向人行道,普通汽车,无特别需求,100米,50km/h
5129,晴天,夜晚,干燥,儿童,与人交谈,走向人行道,卡车,无特别需求,50米,50km/h
5150,晴天,夜晚,干燥,儿童,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
5156,晴天,夜晚,干燥,儿童,与人交谈,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
5161,晴天,夜晚,干燥,儿童,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
5171,晴天,夜晚,干燥,儿童,与人交谈,不走向人行道,普通汽车,无特别需求,50米,50km/h
5175,晴天,夜晚,干燥,儿童,与人交谈,不走向人行道,应急车辆,无特别需求,100米,25km/h
5195,晴天,夜晚,干燥,儿童,四处张望,停留,应急车辆,紧急（去医院）,50米,50km/h
5196,晴天,夜晚,干燥,儿童,四处张望,停留,应急车辆,紧急（去医院）,100米,50km/h
5212,晴天,夜晚,干燥,儿童,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
5217,晴天,夜晚,干燥,儿童,四处张望,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
5218,晴天,夜晚,干燥,儿童,四处张望,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
5225,晴天,夜晚,干燥,儿童,四处张望,停留,普通汽车,无特别需求,50米,50km/h
5237,晴天,夜晚,干燥,儿童,四处张望,停留,卡车,无特别需求,50米,50km/h
5251,晴天,夜晚,干燥,儿童,四处张望,走向人行道,卡车,紧急（去医院）,10米,25km/h
5253,晴天,夜晚,干燥,儿童,四处张望,走向人行道,卡车,紧急（去医院）,100米,25km/h
5268,晴天,夜晚,干燥,儿童,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
5298,晴天,夜晚,干燥,儿童,四处张望,不走向人行道,普通汽车,紧急（去医院）,100米,50km/h
5353,晴天,夜晚,干燥,老人,看手机,停留,应急车辆,紧急（去医院）,10米,25km/h
5364,晴天,夜晚,干燥,老人,看手机,停留,卡车,紧急（去医院）,100米,50km/h
5365,晴天,夜晚,干燥,老人,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
5383,晴天,夜晚,干燥,老人,看手机,停留,普通汽车,无特别需求,10米,25km/h
5395,晴天,夜晚,干燥,老人,看手机,停留,卡车,无特别需求,10米,25km/h
5423,晴天,夜晚,干燥,老人,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
5432,晴天,夜晚,干燥,老人,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
5437,晴天,夜晚,干燥,老人,看手机,走向人行道,普通汽车,无特别需求,10米,25km/h
5447,晴天,夜晚,干燥,老人,看手机,走向人行道,应急车辆,无特别需求,50米,50km/h
5454,晴天,夜晚,干燥,老人,看手机,走向人行道,卡车,无特别需求,100米,50km/h
5497,晴天,夜晚,干燥,老人,看手机,不走向人行道,应急车辆,无特别需求,10米,25km/h
5503,晴天,夜晚,干燥,老人,看手机,不走向人行道,卡车,无特别需求,10米,25km/h
5514,晴天,夜晚,干燥,老人,与人交谈,停留,普通汽车,紧急（去医院）,100米,50km/h
5515,晴天,夜晚,干燥,老人,与人交谈,停留,应急车辆,紧急（去医院）,10米,25km/h
5549,晴天,夜晚,干燥,老人,与人交谈,停留,普通汽车,无特别需求,50米,50km/h
5550,晴天,夜晚,干燥,老人,与人交谈,停留,普通汽车,无特别需求,100米,50km/h
5558,晴天,夜晚,干燥,老人,与人交谈,停留,卡车,无特别需求,50米,25km/h
5565,晴天,夜晚,干燥,老人,与人交谈,走向人行道,普通汽车,紧急（去医院）,100米,25km/h
5585,晴天,夜晚,干燥,老人,与人交谈,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
5590,晴天,夜晚,干燥,老人,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
5599,晴天,夜晚,干燥,老人,与人交谈,走向人行道,普通汽车,无特别需求,10米,25km/h
5606,晴天,夜晚,干燥,老人,与人交谈,走向人行道,应急车辆,无特别需求,50米,25km/h
5621,晴天,夜晚,干燥,老人,与人交谈,不走向人行道,普通汽车,紧急（去医院）,50米,50km/h
5633,晴天,夜晚,干燥,老人,与人交谈,不走向人行道,卡车,紧急（去医院）,50米,50km/h
5654,晴天,夜晚,干燥,老人,与人交谈,不走向人行道,普通汽车,无特别需求,50米,25km/h
5668,晴天,夜晚,干燥,老人,与人交谈,不走向人行道,卡车,无特别需求,10米,50km/h
5684,晴天,夜晚,干燥,老人,四处张望,停留,卡车,紧急（去医院）,50米,25km/h
5686,晴天,夜晚,干燥,老人,四处张望,停留,卡车,紧急（去医院）,10米,50km/h
5690,晴天,夜晚,干燥,老人,四处张望,停留,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
5702,晴天,夜晚,干燥,老人,四处张望,停留,卡车,赶时间（通勤或赶飞机）,50米,25km/h
5703,晴天,夜晚,干燥,老人,四处张望,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
5710,晴天,夜晚,干燥,老人,四处张望,停留,普通汽车,无特别需求,10米,50km/h
5715,晴天,夜晚,干燥,老人,四处张望,停留,应急车辆,无特别需求,100米,25km/h
5717,晴天,夜晚,干燥,老人,四处张望,停留,应急车辆,无特别需求,50米,50km/h
5737,晴天,夜晚,干燥,老人,四处张望,走向人行道,卡车,紧急（去医院）,10米,25km/h
5747,晴天,夜晚,干燥,老人,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
5752,晴天,夜晚,干燥,老人,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
5764,晴天,夜晚,干燥,老人,四处张望,走向人行道,普通汽车,无特别需求,10米,50km/h
5793,晴天,夜晚,干燥,老人,四处张望,不走向人行道,卡车,紧急（去医院）,100米,25km/h
5810,晴天,夜晚,干燥,老人,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
5815,晴天,夜晚,干燥,老人,四处张望,不走向人行道,普通汽车,无特别需求,10米,25km/h
5818,晴天,夜晚,干燥,老人,四处张望,不走向人行道,普通汽车,无特别需求,10米,50km/h
5847,晴天,夜晚,干燥,警察,看手机,停留,卡车,紧急（去医院）,100米,25km/h
5850,晴天,夜晚,干燥,警察,看手机,停留,卡车,紧急（去医院）,100米,50km/h
5863,晴天,夜晚,干燥,警察,看手机,停留,卡车,赶时间（通勤或赶飞机）,10米,25km/h
5865,晴天,夜晚,干燥,警察,看手机,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
5866,晴天,夜晚,干燥,警察,看手机,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
5886,晴天,夜晚,干燥,警察,看手机,停留,卡车,无特别需求,100米,50km/h
5888,晴天,夜晚,干燥,警察,看手机,走向人行道,普通汽车,紧急（去医院）,50米,25km/h
5889,晴天,夜晚,干燥,警察,看手机,走向人行道,普通汽车,紧急（去医院）,100米,25km/h
5895,晴天,夜晚,干燥,警察,看手机,走向人行道,应急车辆,紧急（去医院）,100米,25km/h
5924,晴天,夜晚,干燥,警察,看手机,走向人行道,普通汽车,无特别需求,50米,25km/h
5926,晴天,夜晚,干燥,警察,看手机,走向人行道,普通汽车,无特别需求,10米,50km/h
5938,晴天,夜晚,干燥,警察,看手机,走向人行道,卡车,无特别需求,10米,50km/h
5966,晴天,夜晚,干燥,警察,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
5972,晴天,夜晚,干燥,警察,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
5991,晴天,夜晚,干燥,警察,看手机,不走向人行道,卡车,无特别需求,100米,25km/h
5993,晴天,夜晚,干燥,警察,看手机,不走向人行道,卡车,无特别需求,50米,50km/h
5999,晴天,夜晚,干燥,警察,与人交谈,停留,普通汽车,紧急（去医院）,50米,50km/h
6000,晴天,夜晚,干燥,警察,与人交谈,停留,普通汽车,紧急（去医院）,100米,50km/h
6012,晴天,夜晚,干燥,警察,与人交谈,停留,卡车,紧急（去医院）,100米,50km/h
6014,晴天,夜晚,干燥,警察,与人交谈,停留,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
6024,晴天,夜晚,干燥,警察,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
6028,晴天,夜晚,干燥,警察,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
6063,晴天,夜晚,干燥,警察,与人交谈,走向人行道,卡车,紧急（去医院）,100米,25km/h
6065,晴天,夜晚,干燥,警察,与人交谈,走向人行道,卡车,紧急（去医院）,50米,50km/h
6067,晴天,夜晚,干燥,警察,与人交谈,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6070,晴天,夜晚,干燥,警察,与人交谈,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
6077,晴天,夜晚,干燥,警察,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
6085,晴天,夜晚,干燥,警察,与人交谈,走向人行道,普通汽车,无特别需求,10米,25km/h
6088,晴天,夜晚,干燥,警察,与人交谈,走向人行道,普通汽车,无特别需求,10米,50km/h
6109,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,应急车辆,紧急（去医院）,10米,25km/h
6114,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
6120,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,卡车,紧急（去医院）,100米,50km/h
6135,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
6138,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6139,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,普通汽车,无特别需求,10米,25km/h
6144,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,普通汽车,无特别需求,100米,50km/h
6146,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,应急车辆,无特别需求,50米,25km/h
6149,晴天,夜晚,干燥,警察,与人交谈,不走向人行道,应急车辆,无特别需求,50米,50km/h
6166,晴天,夜晚,干燥,警察,四处张望,停留,应急车辆,紧急（去医院）,10米,50km/h
6180,晴天,夜晚,干燥,警察,四处张望,停留,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
6181,晴天,夜晚,干燥,警察,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
6203,晴天,夜晚,干燥,警察,四处张望,停留,应急车辆,无特别需求,50米,50km/h
6207,晴天,夜晚,干燥,警察,四处张望,停留,卡车,无特别需求,100米,25km/h
6210,晴天,夜晚,干燥,警察,四处张望,停留,卡车,无特别需求,100米,50km/h
6211,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,紧急（去医院）,10米,25km/h
6238,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
6326,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,50米,25km/h
6368,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,50米,25km/h
6389,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,50米,50km/h
6390,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,100米,50km/h
6391,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6403,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6422,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,50米,25km/h
6435,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,100米,25km/h
6443,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,50米,50km/h
6464,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,50米,25km/h
6473,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,50米,50km/h
6474,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,100米,50km/h
6511,晴天,夜晚,干燥,孕妇,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6516,晴天,夜晚,干燥,孕妇,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6518,晴天,夜晚,干燥,孕妇,与人交谈,停留,普通汽车,无特别需求,50米,25km/h
6533,晴天,夜晚,干燥,孕妇,与人交谈,停留,卡车,无特别需求,50米,50km/h
