id,天气,时间,路况,行人类型,行人行为,行人动作,本车角色,乘客需求,与行人距离,本车速度
6225,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,紧急（去医院）,100米,25km/h
6226,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,紧急（去医院）,10米,50km/h
6227,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,紧急（去医院）,50米,50km/h
6228,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,紧急（去医院）,100米,50km/h
6229,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6230,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
6231,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
6232,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
6233,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
6234,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
6235,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
6236,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
6237,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
6238,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
6239,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
6240,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
6241,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6242,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
6243,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
6244,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
6245,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
6246,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6247,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,无特别需求,10米,25km/h
6248,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,无特别需求,50米,25km/h
6249,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,无特别需求,100米,25km/h
6250,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,无特别需求,10米,50km/h
6251,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,无特别需求,50米,50km/h
6252,晴天,夜晚,干燥,警察,四处张望,走向人行道,普通汽车,无特别需求,100米,50km/h
6253,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,10米,25km/h
6254,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,50米,25km/h
6255,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,100米,25km/h
6256,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,10米,50km/h
6257,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,50米,50km/h
6258,晴天,夜晚,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,100米,50km/h
6259,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,无特别需求,10米,25km/h
6260,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,无特别需求,50米,25km/h
6261,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,无特别需求,100米,25km/h
6262,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,无特别需求,10米,50km/h
6263,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,无特别需求,50米,50km/h
6264,晴天,夜晚,干燥,警察,四处张望,走向人行道,卡车,无特别需求,100米,50km/h
6265,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,紧急（去医院）,10米,25km/h
6266,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,紧急（去医院）,50米,25km/h
6267,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,紧急（去医院）,100米,25km/h
6268,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,紧急（去医院）,10米,50km/h
6269,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,紧急（去医院）,50米,50km/h
6270,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,紧急（去医院）,100米,50km/h
6271,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,10米,25km/h
6272,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,50米,25km/h
6273,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,100米,25km/h
6274,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,10米,50km/h
6275,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,50米,50km/h
6276,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
6277,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,10米,25km/h
6278,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,50米,25km/h
6279,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,100米,25km/h
6280,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,10米,50km/h
6281,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,50米,50km/h
6282,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,100米,50km/h
6283,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6284,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
6285,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
6286,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
6287,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
6288,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
6289,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
6290,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
6291,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
6292,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
6293,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
6294,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
6295,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6296,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
6297,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
6298,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
6299,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
6300,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6301,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,10米,25km/h
6302,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,50米,25km/h
6303,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,100米,25km/h
6304,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,10米,50km/h
6305,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,50米,50km/h
6306,晴天,夜晚,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,100米,50km/h
6307,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,无特别需求,10米,25km/h
6308,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,无特别需求,50米,25km/h
6309,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,无特别需求,100米,25km/h
6310,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,无特别需求,10米,50km/h
6311,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,无特别需求,50米,50km/h
6312,晴天,夜晚,干燥,警察,四处张望,不走向人行道,应急车辆,无特别需求,100米,50km/h
6313,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,10米,25km/h
6314,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,50米,25km/h
6315,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,100米,25km/h
6316,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,10米,50km/h
6317,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,50米,50km/h
6318,晴天,夜晚,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,100米,50km/h
6319,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,紧急（去医院）,10米,25km/h
6320,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,紧急（去医院）,50米,25km/h
6321,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,紧急（去医院）,100米,25km/h
6322,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,紧急（去医院）,10米,50km/h
6323,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,紧急（去医院）,50米,50km/h
6324,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,紧急（去医院）,100米,50km/h
6325,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,10米,25km/h
6326,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,50米,25km/h
6327,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,100米,25km/h
6328,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,10米,50km/h
6329,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,50米,50km/h
6330,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,紧急（去医院）,100米,50km/h
6331,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,紧急（去医院）,10米,25km/h
6332,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,紧急（去医院）,50米,25km/h
6333,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,紧急（去医院）,100米,25km/h
6334,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,紧急（去医院）,10米,50km/h
6335,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,紧急（去医院）,50米,50km/h
6336,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,紧急（去医院）,100米,50km/h
6337,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6338,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
6339,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
6340,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
6341,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
6342,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
6343,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
6344,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
6345,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
6346,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
6347,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
6348,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
6349,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6350,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,50米,25km/h
6351,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
6352,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
6353,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,50米,50km/h
6354,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6355,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,无特别需求,10米,25km/h
6356,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,无特别需求,50米,25km/h
6357,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,无特别需求,100米,25km/h
6358,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,无特别需求,10米,50km/h
6359,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,无特别需求,50米,50km/h
6360,晴天,夜晚,干燥,孕妇,看手机,停留,普通汽车,无特别需求,100米,50km/h
6361,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,无特别需求,10米,25km/h
6362,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,无特别需求,50米,25km/h
6363,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,无特别需求,100米,25km/h
6364,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,无特别需求,10米,50km/h
6365,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,无特别需求,50米,50km/h
6366,晴天,夜晚,干燥,孕妇,看手机,停留,应急车辆,无特别需求,100米,50km/h
6367,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,10米,25km/h
6368,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,50米,25km/h
6369,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,100米,25km/h
6370,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,10米,50km/h
6371,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,50米,50km/h
6372,晴天,夜晚,干燥,孕妇,看手机,停留,卡车,无特别需求,100米,50km/h
6373,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,10米,25km/h
6374,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,50米,25km/h
6375,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,100米,25km/h
6376,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,10米,50km/h
6377,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,50米,50km/h
6378,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,100米,50km/h
6379,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,10米,25km/h
6380,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,50米,25km/h
6381,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,100米,25km/h
6382,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,10米,50km/h
6383,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,50米,50km/h
6384,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,100米,50km/h
6385,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,10米,25km/h
6386,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,50米,25km/h
6387,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,100米,25km/h
6388,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,10米,50km/h
6389,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,50米,50km/h
6390,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,100米,50km/h
6391,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6392,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
6393,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
6394,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
6395,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
6396,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
6397,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
6398,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
6399,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
6400,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
6401,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
6402,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
6403,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6404,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
6405,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
6406,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
6407,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
6408,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6409,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,无特别需求,10米,25km/h
6410,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,无特别需求,50米,25km/h
6411,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,无特别需求,100米,25km/h
6412,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,无特别需求,10米,50km/h
6413,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,无特别需求,50米,50km/h
6414,晴天,夜晚,干燥,孕妇,看手机,走向人行道,普通汽车,无特别需求,100米,50km/h
6415,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,无特别需求,10米,25km/h
6416,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,无特别需求,50米,25km/h
6417,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,无特别需求,100米,25km/h
6418,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,无特别需求,10米,50km/h
6419,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,无特别需求,50米,50km/h
6420,晴天,夜晚,干燥,孕妇,看手机,走向人行道,应急车辆,无特别需求,100米,50km/h
6421,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,10米,25km/h
6422,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,50米,25km/h
6423,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,100米,25km/h
6424,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,10米,50km/h
6425,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,50米,50km/h
6426,晴天,夜晚,干燥,孕妇,看手机,走向人行道,卡车,无特别需求,100米,50km/h
6427,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,10米,25km/h
6428,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,50米,25km/h
6429,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,100米,25km/h
6430,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,10米,50km/h
6431,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,50米,50km/h
6432,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,紧急（去医院）,100米,50km/h
6433,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,10米,25km/h
6434,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,50米,25km/h
6435,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,100米,25km/h
6436,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,10米,50km/h
6437,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,50米,50km/h
6438,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
6439,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,10米,25km/h
6440,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,50米,25km/h
6441,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,100米,25km/h
6442,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,10米,50km/h
6443,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,50米,50km/h
6444,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,紧急（去医院）,100米,50km/h
6445,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
6446,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
6447,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
6448,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
6449,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
6450,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
6451,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
6452,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
6453,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
6454,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
6455,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
6456,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
6457,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
6458,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
6459,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
6460,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
6461,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
6462,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
6463,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,10米,25km/h
6464,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,50米,25km/h
6465,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,100米,25km/h
6466,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,10米,50km/h
6467,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,50米,50km/h
6468,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,普通汽车,无特别需求,100米,50km/h
6469,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,10米,25km/h
6470,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,50米,25km/h
6471,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,100米,25km/h
6472,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,10米,50km/h
6473,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,50米,50km/h
6474,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,100米,50km/h
6475,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,无特别需求,10米,25km/h
6476,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,无特别需求,50米,25km/h
6477,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,无特别需求,100米,25km/h
6478,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,无特别需求,10米,50km/h
6479,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,无特别需求,50米,50km/h
6480,晴天,夜晚,干燥,孕妇,看手机,不走向人行道,卡车,无特别需求,100米,50km/h
6481,晴天,夜晚,干燥,孕妇,与人交谈,停留,普通汽车,紧急（去医院）,10米,25km/h
