id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
3653,sunny,day,wet,police,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
3657,sunny,day,wet,police,talking to someone,moving orientation towards crosswalk,normal car,none,100m,25km/h
3687,sunny,day,wet,police,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
3703,sunny,day,wet,police,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
3704,sunny,day,wet,police,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
3722,sunny,day,wet,police,talking to someone,moving orientation not towards crosswalk,truck,none,50m,25km/h
3726,sunny,day,wet,police,talking to someone,moving orientation not towards crosswalk,truck,none,100m,50km/h
3734,sunny,day,wet,police,looking around,stop,emergency vehicle,urgent (to hospital),50m,25km/h
3754,sunny,day,wet,police,looking around,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
3770,sunny,day,wet,police,looking around,stop,emergency vehicle,none,50m,25km/h
3777,sunny,day,wet,police,looking around,stop,truck,none,100m,25km/h
3779,sunny,day,wet,police,looking around,stop,truck,none,50m,50km/h
3789,sunny,day,wet,police,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
3795,sunny,day,wet,police,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
3822,sunny,day,wet,police,looking around,moving orientation towards crosswalk,normal car,none,100m,50km/h
3844,sunny,day,wet,police,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
3845,sunny,day,wet,police,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
3847,sunny,day,wet,police,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
3858,sunny,day,wet,police,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
3887,sunny,day,wet,police,looking around,moving orientation not towards crosswalk,truck,none,50m,50km/h
3888,sunny,day,wet,police,looking around,moving orientation not towards crosswalk,truck,none,100m,50km/h
3911,sunny,day,wet,pregnant,watching phone,stop,normal car,hurry (commute or flight),50m,50km/h
3913,sunny,day,wet,pregnant,watching phone,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
3920,sunny,day,wet,pregnant,watching phone,stop,truck,hurry (commute or flight),50m,25km/h
3966,sunny,day,wet,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
3985,sunny,day,wet,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
3994,sunny,day,wet,pregnant,watching phone,moving orientation towards crosswalk,truck,none,10m,50km/h
4000,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
4008,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
4014,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
4029,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
4035,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
4038,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
4047,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,100m,25km/h
4050,sunny,day,wet,pregnant,watching phone,moving orientation not towards crosswalk,truck,none,100m,50km/h
4059,sunny,day,wet,pregnant,talking to someone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
4070,sunny,day,wet,pregnant,talking to someone,stop,normal car,hurry (commute or flight),50m,25km/h
4073,sunny,day,wet,pregnant,talking to someone,stop,normal car,hurry (commute or flight),50m,50km/h
4075,sunny,day,wet,pregnant,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
4098,sunny,day,wet,pregnant,talking to someone,stop,emergency vehicle,none,100m,50km/h
4102,sunny,day,wet,pregnant,talking to someone,stop,truck,none,10m,50km/h
4111,sunny,day,wet,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
4129,sunny,day,wet,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
4141,sunny,day,wet,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,10m,25km/h
4150,sunny,day,wet,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
4157,sunny,day,wet,pregnant,talking to someone,moving orientation towards crosswalk,truck,none,50m,50km/h
4166,sunny,day,wet,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
4179,sunny,day,wet,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
4187,sunny,day,wet,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
4190,sunny,day,wet,pregnant,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
4198,sunny,day,wet,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,50km/h
4220,sunny,day,wet,pregnant,looking around,stop,emergency vehicle,urgent (to hospital),50m,25km/h
4231,sunny,day,wet,pregnant,looking around,stop,normal car,hurry (commute or flight),10m,25km/h
4246,sunny,day,wet,pregnant,looking around,stop,truck,hurry (commute or flight),10m,50km/h
4253,sunny,day,wet,pregnant,looking around,stop,normal car,none,50m,50km/h
4266,sunny,day,wet,pregnant,looking around,stop,truck,none,100m,50km/h
4280,sunny,day,wet,pregnant,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,25km/h
4287,sunny,day,wet,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
4294,sunny,day,wet,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
4304,sunny,day,wet,pregnant,looking around,moving orientation towards crosswalk,normal car,none,50m,25km/h
4319,sunny,day,wet,pregnant,looking around,moving orientation towards crosswalk,truck,none,50m,50km/h
4343,sunny,day,wet,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
4346,sunny,day,wet,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
4348,sunny,day,wet,pregnant,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
4353,sunny,day,wet,pregnant,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
4372,sunny,day,wet,pregnant,looking around,moving orientation not towards crosswalk,truck,none,10m,50km/h
4374,sunny,day,wet,pregnant,looking around,moving orientation not towards crosswalk,truck,none,100m,50km/h
4376,sunny,day,wet,college student,watching phone,stop,normal car,urgent (to hospital),50m,25km/h
4386,sunny,day,wet,college student,watching phone,stop,emergency vehicle,urgent (to hospital),100m,50km/h
4388,sunny,day,wet,college student,watching phone,stop,truck,urgent (to hospital),50m,25km/h
4389,sunny,day,wet,college student,watching phone,stop,truck,urgent (to hospital),100m,25km/h
4392,sunny,day,wet,college student,watching phone,stop,truck,urgent (to hospital),100m,50km/h
4401,sunny,day,wet,college student,watching phone,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
4411,sunny,day,wet,college student,watching phone,stop,normal car,none,10m,25km/h
4412,sunny,day,wet,college student,watching phone,stop,normal car,none,50m,25km/h
4414,sunny,day,wet,college student,watching phone,stop,normal car,none,10m,50km/h
4437,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
4439,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
4443,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
4450,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
4451,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
4463,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,50km/h
4473,sunny,day,wet,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
4506,sunny,day,wet,college student,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
4510,sunny,day,wet,college student,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
4511,sunny,day,wet,college student,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
4520,sunny,day,wet,college student,watching phone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
4526,sunny,day,wet,college student,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
4541,sunny,day,wet,college student,talking to someone,stop,normal car,urgent (to hospital),50m,50km/h
4548,sunny,day,wet,college student,talking to someone,stop,emergency vehicle,urgent (to hospital),100m,50km/h
4565,sunny,day,wet,college student,talking to someone,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
4581,sunny,day,wet,college student,talking to someone,stop,emergency vehicle,none,100m,25km/h
4603,sunny,day,wet,college student,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
4619,sunny,day,wet,college student,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
4623,sunny,day,wet,college student,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
4668,sunny,day,wet,college student,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
4703,sunny,day,wet,college student,looking around,stop,normal car,urgent (to hospital),50m,50km/h
4721,sunny,day,wet,college student,looking around,stop,normal car,hurry (commute or flight),50m,50km/h
4725,sunny,day,wet,college student,looking around,stop,emergency vehicle,hurry (commute or flight),100m,25km/h
4741,sunny,day,wet,college student,looking around,stop,emergency vehicle,none,10m,25km/h
4746,sunny,day,wet,college student,looking around,stop,emergency vehicle,none,100m,50km/h
4751,sunny,day,wet,college student,looking around,stop,truck,none,50m,50km/h
4756,sunny,day,wet,college student,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
4768,sunny,day,wet,college student,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
4771,sunny,day,wet,college student,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
4789,sunny,day,wet,college student,looking around,moving orientation towards crosswalk,normal car,none,10m,25km/h
4817,sunny,day,wet,college student,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
4843,sunny,day,wet,college student,looking around,moving orientation not towards crosswalk,normal car,none,10m,25km/h
4848,sunny,day,wet,college student,looking around,moving orientation not towards crosswalk,normal car,none,100m,50km/h
4875,sunny,night,dry,children,watching phone,stop,truck,urgent (to hospital),100m,25km/h
4878,sunny,night,dry,children,watching phone,stop,truck,urgent (to hospital),100m,50km/h
4881,sunny,night,dry,children,watching phone,stop,normal car,hurry (commute or flight),100m,25km/h
4895,sunny,night,dry,children,watching phone,stop,truck,hurry (commute or flight),50m,50km/h
4904,sunny,night,dry,children,watching phone,stop,emergency vehicle,none,50m,25km/h
4908,sunny,night,dry,children,watching phone,stop,emergency vehicle,none,100m,50km/h
4910,sunny,night,dry,children,watching phone,stop,truck,none,50m,25km/h
4922,sunny,night,dry,children,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
4936,sunny,night,dry,children,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
4955,sunny,night,dry,children,watching phone,moving orientation towards crosswalk,normal car,none,50m,50km/h
4983,sunny,night,dry,children,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
4984,sunny,night,dry,children,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
4986,sunny,night,dry,children,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
4990,sunny,night,dry,children,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
5023,sunny,night,dry,children,talking to someone,stop,normal car,urgent (to hospital),10m,25km/h
5029,sunny,night,dry,children,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
5036,sunny,night,dry,children,talking to someone,stop,truck,urgent (to hospital),50m,25km/h
5072,sunny,night,dry,children,talking to someone,stop,truck,none,50m,25km/h
5095,sunny,night,dry,children,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
5103,sunny,night,dry,children,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
5116,sunny,night,dry,children,talking to someone,moving orientation towards crosswalk,normal car,none,10m,50km/h
5117,sunny,night,dry,children,talking to someone,moving orientation towards crosswalk,normal car,none,50m,50km/h
5118,sunny,night,dry,children,talking to someone,moving orientation towards crosswalk,normal car,none,100m,50km/h
5129,sunny,night,dry,children,talking to someone,moving orientation towards crosswalk,truck,none,50m,50km/h
5150,sunny,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
5156,sunny,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
5161,sunny,night,dry,children,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
5171,sunny,night,dry,children,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
5175,sunny,night,dry,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
5195,sunny,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),50m,50km/h
5196,sunny,night,dry,children,looking around,stop,emergency vehicle,urgent (to hospital),100m,50km/h
5212,sunny,night,dry,children,looking around,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
5217,sunny,night,dry,children,looking around,stop,truck,hurry (commute or flight),100m,25km/h
5218,sunny,night,dry,children,looking around,stop,truck,hurry (commute or flight),10m,50km/h
5225,sunny,night,dry,children,looking around,stop,normal car,none,50m,50km/h
5237,sunny,night,dry,children,looking around,stop,truck,none,50m,50km/h
5251,sunny,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
5253,sunny,night,dry,children,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
5268,sunny,night,dry,children,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
5298,sunny,night,dry,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
5353,sunny,night,dry,elderly,watching phone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
5364,sunny,night,dry,elderly,watching phone,stop,truck,urgent (to hospital),100m,50km/h
5365,sunny,night,dry,elderly,watching phone,stop,normal car,hurry (commute or flight),10m,25km/h
5383,sunny,night,dry,elderly,watching phone,stop,normal car,none,10m,25km/h
5395,sunny,night,dry,elderly,watching phone,stop,truck,none,10m,25km/h
5423,sunny,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
5432,sunny,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
5437,sunny,night,dry,elderly,watching phone,moving orientation towards crosswalk,normal car,none,10m,25km/h
5447,sunny,night,dry,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
5454,sunny,night,dry,elderly,watching phone,moving orientation towards crosswalk,truck,none,100m,50km/h
5497,sunny,night,dry,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
5503,sunny,night,dry,elderly,watching phone,moving orientation not towards crosswalk,truck,none,10m,25km/h
5514,sunny,night,dry,elderly,talking to someone,stop,normal car,urgent (to hospital),100m,50km/h
5515,sunny,night,dry,elderly,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
5549,sunny,night,dry,elderly,talking to someone,stop,normal car,none,50m,50km/h
5550,sunny,night,dry,elderly,talking to someone,stop,normal car,none,100m,50km/h
5558,sunny,night,dry,elderly,talking to someone,stop,truck,none,50m,25km/h
5565,sunny,night,dry,elderly,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
5585,sunny,night,dry,elderly,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
5590,sunny,night,dry,elderly,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
5599,sunny,night,dry,elderly,talking to someone,moving orientation towards crosswalk,normal car,none,10m,25km/h
5606,sunny,night,dry,elderly,talking to someone,moving orientation towards crosswalk,emergency vehicle,none,50m,25km/h
5621,sunny,night,dry,elderly,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
5633,sunny,night,dry,elderly,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
5654,sunny,night,dry,elderly,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
5668,sunny,night,dry,elderly,talking to someone,moving orientation not towards crosswalk,truck,none,10m,50km/h
5684,sunny,night,dry,elderly,looking around,stop,truck,urgent (to hospital),50m,25km/h
5686,sunny,night,dry,elderly,looking around,stop,truck,urgent (to hospital),10m,50km/h
5690,sunny,night,dry,elderly,looking around,stop,normal car,hurry (commute or flight),50m,25km/h
5702,sunny,night,dry,elderly,looking around,stop,truck,hurry (commute or flight),50m,25km/h
5703,sunny,night,dry,elderly,looking around,stop,truck,hurry (commute or flight),100m,25km/h
5710,sunny,night,dry,elderly,looking around,stop,normal car,none,10m,50km/h
5715,sunny,night,dry,elderly,looking around,stop,emergency vehicle,none,100m,25km/h
5717,sunny,night,dry,elderly,looking around,stop,emergency vehicle,none,50m,50km/h
5737,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),10m,25km/h
5747,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
5752,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
5764,sunny,night,dry,elderly,looking around,moving orientation towards crosswalk,normal car,none,10m,50km/h
5793,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
5810,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
5815,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,10m,25km/h
5818,sunny,night,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,none,10m,50km/h
5847,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),100m,25km/h
5850,sunny,night,dry,police,watching phone,stop,truck,urgent (to hospital),100m,50km/h
5863,sunny,night,dry,police,watching phone,stop,truck,hurry (commute or flight),10m,25km/h
5865,sunny,night,dry,police,watching phone,stop,truck,hurry (commute or flight),100m,25km/h
5866,sunny,night,dry,police,watching phone,stop,truck,hurry (commute or flight),10m,50km/h
5886,sunny,night,dry,police,watching phone,stop,truck,none,100m,50km/h
5888,sunny,night,dry,police,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
5889,sunny,night,dry,police,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
5895,sunny,night,dry,police,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
5924,sunny,night,dry,police,watching phone,moving orientation towards crosswalk,normal car,none,50m,25km/h
5926,sunny,night,dry,police,watching phone,moving orientation towards crosswalk,normal car,none,10m,50km/h
5938,sunny,night,dry,police,watching phone,moving orientation towards crosswalk,truck,none,10m,50km/h
5966,sunny,night,dry,police,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
5972,sunny,night,dry,police,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,25km/h
5991,sunny,night,dry,police,watching phone,moving orientation not towards crosswalk,truck,none,100m,25km/h
5993,sunny,night,dry,police,watching phone,moving orientation not towards crosswalk,truck,none,50m,50km/h
5999,sunny,night,dry,police,talking to someone,stop,normal car,urgent (to hospital),50m,50km/h
6000,sunny,night,dry,police,talking to someone,stop,normal car,urgent (to hospital),100m,50km/h
6012,sunny,night,dry,police,talking to someone,stop,truck,urgent (to hospital),100m,50km/h
6014,sunny,night,dry,police,talking to someone,stop,normal car,hurry (commute or flight),50m,25km/h
6024,sunny,night,dry,police,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
6028,sunny,night,dry,police,talking to someone,stop,truck,hurry (commute or flight),10m,50km/h
6063,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
6065,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
6067,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
6070,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
6077,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
6085,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,normal car,none,10m,25km/h
6088,sunny,night,dry,police,talking to someone,moving orientation towards crosswalk,normal car,none,10m,50km/h
6109,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
6114,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
6120,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
6135,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
6138,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
6139,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,normal car,none,10m,25km/h
6144,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
6146,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
6149,sunny,night,dry,police,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
6166,sunny,night,dry,police,looking around,stop,emergency vehicle,urgent (to hospital),10m,50km/h
6180,sunny,night,dry,police,looking around,stop,normal car,hurry (commute or flight),100m,50km/h
6181,sunny,night,dry,police,looking around,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
6203,sunny,night,dry,police,looking around,stop,emergency vehicle,none,50m,50km/h
6207,sunny,night,dry,police,looking around,stop,truck,none,100m,25km/h
6210,sunny,night,dry,police,looking around,stop,truck,none,100m,50km/h
6211,sunny,night,dry,police,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
6238,sunny,night,dry,police,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
6326,sunny,night,dry,pregnant,watching phone,stop,emergency vehicle,urgent (to hospital),50m,25km/h
6368,sunny,night,dry,pregnant,watching phone,stop,truck,none,50m,25km/h
6389,sunny,night,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
6390,sunny,night,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
6391,sunny,night,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
6403,sunny,night,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
6422,sunny,night,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,none,50m,25km/h
6435,sunny,night,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
6443,sunny,night,dry,pregnant,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
6464,sunny,night,dry,pregnant,watching phone,moving orientation not towards crosswalk,normal car,none,50m,25km/h
6473,sunny,night,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
6474,sunny,night,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
6511,sunny,night,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),10m,25km/h
6516,sunny,night,dry,pregnant,talking to someone,stop,truck,hurry (commute or flight),100m,50km/h
6518,sunny,night,dry,pregnant,talking to someone,stop,normal car,none,50m,25km/h
6533,sunny,night,dry,pregnant,talking to someone,stop,truck,none,50m,50km/h
6546,sunny,night,dry,pregnant,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
6600,sunny,night,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
6602,sunny,night,dry,pregnant,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
6661,sunny,night,dry,pregnant,looking around,stop,normal car,hurry (commute or flight),10m,25km/h
6678,sunny,night,dry,pregnant,looking around,stop,truck,hurry (commute or flight),100m,50km/h
6686,sunny,night,dry,pregnant,looking around,stop,emergency vehicle,none,50m,25km/h
6689,sunny,night,dry,pregnant,looking around,stop,emergency vehicle,none,50m,50km/h
6696,sunny,night,dry,pregnant,looking around,stop,truck,none,100m,50km/h
6718,sunny,night,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
6735,sunny,night,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,none,100m,25km/h
6770,sunny,night,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
6799,sunny,night,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,none,10m,25km/h
6805,sunny,night,dry,college student,watching phone,stop,normal car,urgent (to hospital),10m,25km/h
6813,sunny,night,dry,college student,watching phone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
6814,sunny,night,dry,college student,watching phone,stop,emergency vehicle,urgent (to hospital),10m,50km/h
6836,sunny,night,dry,college student,watching phone,stop,truck,hurry (commute or flight),50m,25km/h
6837,sunny,night,dry,college student,watching phone,stop,truck,hurry (commute or flight),100m,25km/h
6847,sunny,night,dry,college student,watching phone,stop,emergency vehicle,none,10m,25km/h
6848,sunny,night,dry,college student,watching phone,stop,emergency vehicle,none,50m,25km/h
6849,sunny,night,dry,college student,watching phone,stop,emergency vehicle,none,100m,25km/h
6864,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
6873,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
6880,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
6881,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
6888,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
6897,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,normal car,none,100m,25km/h
6905,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
6908,sunny,night,dry,college student,watching phone,moving orientation towards crosswalk,truck,none,50m,25km/h
6917,sunny,night,dry,college student,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
6935,sunny,night,dry,college student,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
