id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
6319,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
6320,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
6321,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
6322,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
6323,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
6324,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
6325,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6326,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6327,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6328,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6329,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6330,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6331,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,25km/h
6332,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
6333,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
6334,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
6335,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
6336,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
6337,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
6338,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
6339,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
6340,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,50km/h
6341,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
6342,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
6343,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6344,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6345,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6346,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6347,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6348,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6349,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
6350,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
6351,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
6352,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
6353,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
6354,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
6355,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,25km/h
6356,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,25km/h
6357,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,25km/h
6358,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,50km/h
6359,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,50m,50km/h
6360,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,voiture normale,aucun,100m,50km/h
6361,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
6362,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
6363,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
6364,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,50km/h
6365,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
6366,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
6367,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,10m,25km/h
6368,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,50m,25km/h
6369,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,100m,25km/h
6370,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,10m,50km/h
6371,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,50m,50km/h
6372,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,100m,50km/h
6373,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
6374,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
6375,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
6376,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
6377,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
6378,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
6379,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6380,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6381,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6382,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6383,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6384,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6385,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
6386,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,25km/h
6387,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
6388,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
6389,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6390,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
6391,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
6392,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
6393,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
6394,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6395,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
6396,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
6397,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6398,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6399,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6400,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6401,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6402,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6403,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
6404,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,25km/h
6405,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
6406,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,50km/h
6407,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,50km/h
6408,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,50km/h
6409,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
6410,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
6411,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
6412,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
6413,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
6414,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
6415,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,25km/h
6416,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,25km/h
6417,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
6418,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,10m,50km/h
6419,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6420,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,50km/h
6421,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,25km/h
6422,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
6423,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,25km/h
6424,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
6425,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
6426,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
6427,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
6428,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
6429,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
6430,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
6431,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
6432,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
6433,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6434,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6435,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6436,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6437,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6438,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6439,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,25km/h
6440,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,25km/h
6441,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
6442,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
6443,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6444,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
6445,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
6446,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
6447,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
6448,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6449,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
6450,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
6451,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6452,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6453,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6454,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6455,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6456,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6457,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,25km/h
6458,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
6459,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
6460,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,50km/h
6461,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
6462,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
6463,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
6464,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
6465,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,25km/h
6466,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
6467,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
6468,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
6469,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
6470,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
6471,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
6472,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,50km/h
6473,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6474,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,50km/h
6475,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
6476,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,25km/h
6477,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
6478,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
6479,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
6480,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,50km/h
6481,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
6482,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,25km/h
6483,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,25km/h
6484,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,50km/h
6485,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
6486,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
6487,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6488,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6489,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6490,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6491,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
6492,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6493,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),10m,25km/h
6494,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
6495,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
6496,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
6497,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),50m,50km/h
6498,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
6499,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
6500,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
6501,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
6502,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),10m,50km/h
6503,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
6504,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
6505,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6506,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
6507,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
6508,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6509,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6510,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6511,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
6512,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
6513,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
6514,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
6515,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
6516,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
6517,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,aucun,10m,25km/h
