id,Météo,Moment de la journée,État de la route,Type de piéton,Comportement du piéton,Action du piéton,Rôle du véhicule ego,Besoin du passager,Distance au piéton,Vitesse du véhicule ego
4473,ensoleillé,jour,mouillé,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,100m,25km/h
4506,ensoleillé,jour,mouillé,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
4510,ensoleillé,jour,mouillé,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
4511,ensoleillé,jour,mouillé,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
4520,ensoleillé,jour,mouillé,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
4526,ensoleillé,jour,mouillé,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
4541,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
4548,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
4565,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
4581,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
4603,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
4619,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
4623,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),100m,25km/h
4668,ensoleillé,jour,mouillé,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),100m,50km/h
4703,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
4721,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),50m,50km/h
4725,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
4741,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
4746,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
4751,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,s’arrêter,camion,aucun,50m,50km/h
4756,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,50km/h
4768,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,50km/h
4771,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
4789,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
4817,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
4843,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
4848,ensoleillé,jour,mouillé,étudiant universitaire,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
4875,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
4878,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
4881,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),100m,25km/h
4895,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,50km/h
4904,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
4908,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,50km/h
4910,ensoleillé,nuit,sec,enfant,regarde son téléphone,s’arrêter,camion,aucun,50m,25km/h
4922,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
4936,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
4955,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
4983,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
4984,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),10m,50km/h
4986,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
4990,ensoleillé,nuit,sec,enfant,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
5023,ensoleillé,nuit,sec,enfant,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
5029,ensoleillé,nuit,sec,enfant,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
5036,ensoleillé,nuit,sec,enfant,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
5072,ensoleillé,nuit,sec,enfant,parle à quelqu'un,s’arrêter,camion,aucun,50m,25km/h
5095,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
5103,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,25km/h
5116,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
5117,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,50m,50km/h
5118,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,100m,50km/h
5129,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer en direction du passage piéton,camion,aucun,50m,50km/h
5150,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
5156,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
5161,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),10m,25km/h
5171,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,50km/h
5175,ensoleillé,nuit,sec,enfant,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
5195,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,50km/h
5196,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
5212,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
5217,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
5218,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
5225,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,voiture normale,aucun,50m,50km/h
5237,ensoleillé,nuit,sec,enfant,regarde autour,s’arrêter,camion,aucun,50m,50km/h
5251,ensoleillé,nuit,sec,enfant,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
5253,ensoleillé,nuit,sec,enfant,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
5268,ensoleillé,nuit,sec,enfant,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
5298,ensoleillé,nuit,sec,enfant,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
5353,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
5364,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
5365,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
5383,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,s’arrêter,voiture normale,aucun,10m,25km/h
5395,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,s’arrêter,camion,aucun,10m,25km/h
5423,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
5432,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),50m,25km/h
5437,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
5447,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
5454,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,100m,50km/h
5497,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,10m,25km/h
5503,ensoleillé,nuit,sec,personne âgée,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
5514,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
5515,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
5549,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,aucun,50m,50km/h
5550,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,voiture normale,aucun,100m,50km/h
5558,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,s’arrêter,camion,aucun,50m,25km/h
5565,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
5585,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
5590,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
5599,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
5606,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,25km/h
5621,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
5633,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
5654,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
5668,ensoleillé,nuit,sec,personne âgée,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,50km/h
5684,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,camion,urgence (vers hôpital),50m,25km/h
5686,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,camion,urgence (vers hôpital),10m,50km/h
5690,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
5702,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
5703,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
5710,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,voiture normale,aucun,10m,50km/h
5715,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
5717,ensoleillé,nuit,sec,personne âgée,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
5737,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),10m,25km/h
5747,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
5752,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
5764,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
5793,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,25km/h
5810,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
5815,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
5818,ensoleillé,nuit,sec,personne âgée,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,50km/h
5847,ensoleillé,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,25km/h
5850,ensoleillé,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
5863,ensoleillé,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
5865,ensoleillé,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
5866,ensoleillé,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
5886,ensoleillé,nuit,sec,policier,regarde son téléphone,s’arrêter,camion,aucun,100m,50km/h
5888,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
5889,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,25km/h
5895,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
5924,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,50m,25km/h
5926,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
5938,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,10m,50km/h
5966,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,25km/h
5972,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,25km/h
5991,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,100m,25km/h
5993,ensoleillé,nuit,sec,policier,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,50m,50km/h
5999,ensoleillé,nuit,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),50m,50km/h
6000,ensoleillé,nuit,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,urgence (vers hôpital),100m,50km/h
6012,ensoleillé,nuit,sec,policier,parle à quelqu'un,s’arrêter,camion,urgence (vers hôpital),100m,50km/h
6014,ensoleillé,nuit,sec,policier,parle à quelqu'un,s’arrêter,voiture normale,pressé (travail ou vol),50m,25km/h
6024,ensoleillé,nuit,sec,policier,parle à quelqu'un,s’arrêter,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6028,ensoleillé,nuit,sec,policier,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,50km/h
6063,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
6065,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6067,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
6070,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6077,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),50m,50km/h
6085,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,25km/h
6088,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,aucun,10m,50km/h
6109,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),10m,25km/h
6114,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6120,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),100m,50km/h
6135,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,25km/h
6138,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),100m,50km/h
6139,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,10m,25km/h
6144,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,100m,50km/h
6146,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,25km/h
6149,ensoleillé,nuit,sec,policier,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6166,ensoleillé,nuit,sec,policier,regarde autour,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6180,ensoleillé,nuit,sec,policier,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),100m,50km/h
6181,ensoleillé,nuit,sec,policier,regarde autour,s’arrêter,véhicule d'urgence,pressé (travail ou vol),10m,25km/h
6203,ensoleillé,nuit,sec,policier,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
6207,ensoleillé,nuit,sec,policier,regarde autour,s’arrêter,camion,aucun,100m,25km/h
6210,ensoleillé,nuit,sec,policier,regarde autour,s’arrêter,camion,aucun,100m,50km/h
6211,ensoleillé,nuit,sec,policier,regarde autour,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),10m,25km/h
6238,ensoleillé,nuit,sec,policier,regarde autour,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),10m,50km/h
6326,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),50m,25km/h
6368,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,s’arrêter,camion,aucun,50m,25km/h
6389,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6390,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,50km/h
6391,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,25km/h
6403,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,pressé (travail ou vol),10m,25km/h
6422,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
6435,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6443,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,50km/h
6464,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,aucun,50m,25km/h
6473,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6474,ensoleillé,nuit,sec,femme enceinte,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,50km/h
6511,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),10m,25km/h
6516,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
6518,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,voiture normale,aucun,50m,25km/h
6533,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,s’arrêter,camion,aucun,50m,50km/h
6546,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer en direction du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6600,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,urgence (vers hôpital),100m,50km/h
6602,ensoleillé,nuit,sec,femme enceinte,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,camion,urgence (vers hôpital),50m,25km/h
6661,ensoleillé,nuit,sec,femme enceinte,regarde autour,s’arrêter,voiture normale,pressé (travail ou vol),10m,25km/h
6678,ensoleillé,nuit,sec,femme enceinte,regarde autour,s’arrêter,camion,pressé (travail ou vol),100m,50km/h
6686,ensoleillé,nuit,sec,femme enceinte,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
6689,ensoleillé,nuit,sec,femme enceinte,regarde autour,s’arrêter,véhicule d'urgence,aucun,50m,50km/h
6696,ensoleillé,nuit,sec,femme enceinte,regarde autour,s’arrêter,camion,aucun,100m,50km/h
6718,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6735,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
6770,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,25km/h
6799,ensoleillé,nuit,sec,femme enceinte,regarde autour,se déplacer dans une direction autre que celle du passage piéton,camion,aucun,10m,25km/h
6805,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,voiture normale,urgence (vers hôpital),10m,25km/h
6813,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),100m,25km/h
6814,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,urgence (vers hôpital),10m,50km/h
6836,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),50m,25km/h
6837,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,camion,pressé (travail ou vol),100m,25km/h
6847,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,10m,25km/h
6848,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,50m,25km/h
6849,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,s’arrêter,véhicule d'urgence,aucun,100m,25km/h
6864,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,urgence (vers hôpital),100m,50km/h
6873,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,urgence (vers hôpital),100m,25km/h
6880,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),10m,50km/h
6881,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
6888,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,pressé (travail ou vol),100m,50km/h
6897,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,voiture normale,aucun,100m,25km/h
6905,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,véhicule d'urgence,aucun,50m,50km/h
6908,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer en direction du passage piéton,camion,aucun,50m,25km/h
6917,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,50km/h
6935,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,voiture normale,pressé (travail ou vol),50m,50km/h
6947,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,camion,pressé (travail ou vol),50m,50km/h
6957,ensoleillé,nuit,sec,étudiant universitaire,regarde son téléphone,se déplacer dans une direction autre que celle du passage piéton,véhicule d'urgence,aucun,100m,25km/h
7041,ensoleillé,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer en direction du passage piéton,voiture normale,pressé (travail ou vol),100m,25km/h
7076,ensoleillé,nuit,sec,étudiant universitaire,parle à quelqu'un,se déplacer dans une direction autre que celle du passage piéton,voiture normale,urgence (vers hôpital),50m,25km/h
