id,weather,time,road_condition,bicycle_front_space,bicycle_rider,bicycle_position,dist_bicycle,ego_vehicle_speed,ego_role,occupant_requirement,following_vehicle
4195,sunny,day,wet,50m,children,middle of the lane,100m,25km/h,emergency vehicle,none,normal car
4198,sunny,day,wet,50m,adult,right of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
4203,sunny,day,wet,50m,children,middle of the lane,100m,25km/h,truck,none,none
4220,sunny,day,wet,50m,children,right of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
4270,sunny,day,wet,50m,adult,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
4280,sunny,day,wet,50m,children,right of the lane,10m,50km/h,truck,hurry (commute or flight),normal car
4292,sunny,day,wet,50m,children,right of the lane,10m,50km/h,normal car,none,normal car
4323,sunny,day,wet,50m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),none
4339,sunny,day,wet,50m,children,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),normal car
4376,sunny,day,wet,50m,children,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),normal car
4388,sunny,day,wet,50m,children,right of the lane,50m,50km/h,truck,hurry (commute or flight),normal car
4394,sunny,day,wet,50m,adult,right of the lane,50m,50km/h,normal car,none,none
4402,sunny,day,wet,50m,adult,right of the lane,50m,50km/h,normal car,none,emergency vehicle
4411,sunny,day,wet,50m,children,middle of the lane,50m,50km/h,emergency vehicle,none,normal car
4412,sunny,day,wet,50m,children,right of the lane,50m,50km/h,emergency vehicle,none,normal car
4442,sunny,day,wet,50m,adult,right of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),none
4446,sunny,day,wet,50m,adult,right of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),normal car
4449,sunny,day,wet,50m,adult,middle of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
4462,sunny,day,wet,50m,adult,right of the lane,100m,50km/h,truck,urgent (to hospital),emergency vehicle
4476,sunny,day,wet,50m,children,right of the lane,100m,50km/h,normal car,hurry (commute or flight),emergency vehicle
4490,sunny,day,wet,50m,adult,right of the lane,100m,50km/h,truck,hurry (commute or flight),none
4497,sunny,day,wet,50m,adult,middle of the lane,100m,50km/h,truck,hurry (commute or flight),emergency vehicle
4520,sunny,day,wet,50m,children,right of the lane,100m,50km/h,emergency vehicle,none,normal car
4526,sunny,day,wet,50m,adult,right of the lane,100m,50km/h,truck,none,none
4528,sunny,day,wet,50m,children,right of the lane,100m,50km/h,truck,none,none
4547,sunny,day,wet,20m,children,middle of the lane,10m,25km/h,normal car,urgent (to hospital),emergency vehicle
4548,sunny,day,wet,20m,children,right of the lane,10m,25km/h,normal car,urgent (to hospital),emergency vehicle
4549,sunny,day,wet,20m,adult,middle of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),none
4578,sunny,day,wet,20m,adult,right of the lane,10m,25km/h,normal car,hurry (commute or flight),normal car
4597,sunny,day,wet,20m,adult,middle of the lane,10m,25km/h,truck,hurry (commute or flight),none
4610,sunny,day,wet,20m,adult,right of the lane,10m,25km/h,normal car,none,none
4673,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,truck,urgent (to hospital),normal car
4679,sunny,day,wet,20m,children,middle of the lane,50m,25km/h,truck,urgent (to hospital),emergency vehicle
4681,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),none
4689,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),emergency vehicle
4697,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),normal car
4721,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,normal car,none,normal car
4725,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,normal car,none,emergency vehicle
4731,sunny,day,wet,20m,children,middle of the lane,50m,25km/h,emergency vehicle,none,none
4739,sunny,day,wet,20m,children,middle of the lane,50m,25km/h,emergency vehicle,none,emergency vehicle
4743,sunny,day,wet,20m,children,middle of the lane,50m,25km/h,truck,none,none
4745,sunny,day,wet,20m,adult,middle of the lane,50m,25km/h,truck,none,normal car
4752,sunny,day,wet,20m,children,right of the lane,50m,25km/h,truck,none,emergency vehicle
4771,sunny,day,wet,20m,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
4772,sunny,day,wet,20m,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
4773,sunny,day,wet,20m,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
4784,sunny,day,wet,20m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
4825,sunny,day,wet,20m,adult,middle of the lane,100m,25km/h,normal car,none,none
4833,sunny,day,wet,20m,adult,middle of the lane,100m,25km/h,normal car,none,emergency vehicle
4848,sunny,day,wet,20m,children,right of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
4849,sunny,day,wet,20m,adult,middle of the lane,100m,25km/h,truck,none,none
4875,sunny,day,wet,20m,children,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),none
4878,sunny,day,wet,20m,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
4895,sunny,day,wet,20m,children,middle of the lane,10m,50km/h,truck,urgent (to hospital),emergency vehicle
4910,sunny,day,wet,20m,adult,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),none
4950,sunny,day,wet,20m,adult,right of the lane,10m,50km/h,emergency vehicle,none,normal car
4975,sunny,day,wet,20m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
4982,sunny,day,wet,20m,adult,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
4983,sunny,day,wet,20m,children,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
4984,sunny,day,wet,20m,children,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
4986,sunny,day,wet,20m,adult,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),normal car
5020,sunny,day,wet,20m,children,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),none
5027,sunny,day,wet,20m,children,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
5043,sunny,day,wet,20m,children,middle of the lane,50m,50km/h,normal car,none,none
5049,sunny,day,wet,20m,adult,middle of the lane,50m,50km/h,normal car,none,emergency vehicle
5072,sunny,day,wet,20m,children,right of the lane,50m,50km/h,truck,none,normal car
5091,sunny,day,wet,20m,children,middle of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),none
5100,sunny,day,wet,20m,children,right of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
5117,sunny,day,wet,20m,adult,middle of the lane,100m,50km/h,normal car,hurry (commute or flight),normal car
5129,sunny,day,wet,20m,adult,middle of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),normal car
5145,sunny,day,wet,20m,adult,middle of the lane,100m,50km/h,truck,hurry (commute or flight),emergency vehicle
5166,sunny,day,wet,20m,adult,right of the lane,100m,50km/h,emergency vehicle,none,normal car
5169,sunny,day,wet,20m,adult,middle of the lane,100m,50km/h,emergency vehicle,none,emergency vehicle
5171,sunny,day,wet,20m,children,middle of the lane,100m,50km/h,emergency vehicle,none,emergency vehicle
5183,sunny,day,wet,20m,children,middle of the lane,100m,50km/h,truck,none,emergency vehicle
5196,sunny,night,dry,free,children,right of the lane,10m,25km/h,normal car,urgent (to hospital),emergency vehicle
5199,sunny,night,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),none
5216,sunny,night,dry,free,children,right of the lane,10m,25km/h,truck,urgent (to hospital),normal car
5228,sunny,night,dry,free,children,right of the lane,10m,25km/h,normal car,hurry (commute or flight),normal car
5231,sunny,night,dry,free,children,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
5245,sunny,night,dry,free,adult,middle of the lane,10m,25km/h,truck,hurry (commute or flight),none
5260,sunny,night,dry,free,children,right of the lane,10m,25km/h,normal car,none,none
5294,sunny,night,dry,free,adult,right of the lane,50m,25km/h,normal car,urgent (to hospital),none
5306,sunny,night,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
5333,sunny,night,dry,free,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
5358,sunny,night,dry,free,adult,right of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
5360,sunny,night,dry,free,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
5364,sunny,night,dry,free,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
5395,sunny,night,dry,free,children,middle of the lane,50m,25km/h,truck,none,normal car
5413,sunny,night,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
5439,sunny,night,dry,free,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),none
5450,sunny,night,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
5467,sunny,night,dry,free,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
5503,sunny,night,dry,free,children,middle of the lane,100m,25km/h,truck,none,normal car
5513,sunny,night,dry,free,adult,middle of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
5526,sunny,night,dry,free,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
5528,sunny,night,dry,free,children,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
5555,sunny,night,dry,free,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),emergency vehicle
5573,sunny,night,dry,free,adult,middle of the lane,10m,50km/h,truck,hurry (commute or flight),normal car
5577,sunny,night,dry,free,adult,middle of the lane,10m,50km/h,truck,hurry (commute or flight),emergency vehicle
5599,sunny,night,dry,free,children,middle of the lane,10m,50km/h,emergency vehicle,none,normal car
5602,sunny,night,dry,free,adult,right of the lane,10m,50km/h,emergency vehicle,none,emergency vehicle
5611,sunny,night,dry,free,children,middle of the lane,10m,50km/h,truck,none,normal car
5622,sunny,night,dry,free,adult,right of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
5666,sunny,night,dry,free,adult,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),none
5690,sunny,night,dry,free,adult,right of the lane,50m,50km/h,normal car,none,none
5702,sunny,night,dry,free,adult,right of the lane,50m,50km/h,emergency vehicle,none,none
5703,sunny,night,dry,free,children,middle of the lane,50m,50km/h,emergency vehicle,none,none
5710,sunny,night,dry,free,adult,right of the lane,50m,50km/h,emergency vehicle,none,emergency vehicle
5717,sunny,night,dry,free,adult,middle of the lane,50m,50km/h,truck,none,normal car
5728,sunny,night,dry,free,children,right of the lane,100m,50km/h,normal car,urgent (to hospital),none
5733,sunny,night,dry,free,adult,middle of the lane,100m,50km/h,normal car,urgent (to hospital),emergency vehicle
5744,sunny,night,dry,free,children,right of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),normal car
5765,sunny,night,dry,free,adult,middle of the lane,100m,50km/h,normal car,hurry (commute or flight),normal car
5815,sunny,night,dry,free,children,middle of the lane,100m,50km/h,emergency vehicle,none,normal car
5850,sunny,night,dry,100m,adult,right of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),normal car
5858,sunny,night,dry,100m,adult,right of the lane,10m,25km/h,truck,urgent (to hospital),none
5889,sunny,night,dry,100m,adult,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
5894,sunny,night,dry,100m,adult,right of the lane,10m,25km/h,truck,hurry (commute or flight),none
5916,sunny,night,dry,100m,children,right of the lane,10m,25km/h,normal car,none,emergency vehicle
5953,sunny,night,dry,100m,adult,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
5955,sunny,night,dry,100m,children,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
5971,sunny,night,dry,100m,children,middle of the lane,50m,25km/h,truck,urgent (to hospital),normal car
5976,sunny,night,dry,100m,children,right of the lane,50m,25km/h,truck,urgent (to hospital),emergency vehicle
5981,sunny,night,dry,100m,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
5991,sunny,night,dry,100m,children,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),none
5997,sunny,night,dry,100m,adult,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
5999,sunny,night,dry,100m,children,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
6003,sunny,night,dry,100m,children,middle of the lane,50m,25km/h,truck,hurry (commute or flight),none
6004,sunny,night,dry,100m,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),none
6024,sunny,night,dry,100m,children,right of the lane,50m,25km/h,normal car,none,emergency vehicle
6025,sunny,night,dry,100m,adult,middle of the lane,50m,25km/h,emergency vehicle,none,none
6050,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),none
6073,sunny,night,dry,100m,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),none
6075,sunny,night,dry,100m,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),none
6076,sunny,night,dry,100m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),none
6078,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
6098,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
6101,sunny,night,dry,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
6109,sunny,night,dry,100m,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),none
6120,sunny,night,dry,100m,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
6133,sunny,night,dry,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,none,none
6134,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,emergency vehicle,none,none
6138,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,emergency vehicle,none,normal car
6139,sunny,night,dry,100m,children,middle of the lane,100m,25km/h,emergency vehicle,none,normal car
6150,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,truck,none,normal car
6154,sunny,night,dry,100m,adult,right of the lane,100m,25km/h,truck,none,emergency vehicle
6174,sunny,night,dry,100m,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
6179,sunny,night,dry,100m,children,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
6199,sunny,night,dry,100m,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
6210,sunny,night,dry,100m,adult,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),normal car
6225,sunny,night,dry,100m,adult,middle of the lane,10m,50km/h,truck,hurry (commute or flight),emergency vehicle
6235,sunny,night,dry,100m,children,middle of the lane,10m,50km/h,normal car,none,normal car
6238,sunny,night,dry,100m,adult,right of the lane,10m,50km/h,normal car,none,emergency vehicle
6240,sunny,night,dry,100m,children,right of the lane,10m,50km/h,normal car,none,emergency vehicle
6243,sunny,night,dry,100m,children,middle of the lane,10m,50km/h,emergency vehicle,none,none
6244,sunny,night,dry,100m,children,right of the lane,10m,50km/h,emergency vehicle,none,none
6254,sunny,night,dry,100m,adult,right of the lane,10m,50km/h,truck,none,none
6260,sunny,night,dry,100m,children,right of the lane,10m,50km/h,truck,none,normal car
6271,sunny,night,dry,100m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
6286,sunny,night,dry,100m,adult,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
6290,sunny,night,dry,100m,adult,right of the lane,50m,50km/h,truck,urgent (to hospital),none
6293,sunny,night,dry,100m,adult,middle of the lane,50m,50km/h,truck,urgent (to hospital),normal car
6321,sunny,night,dry,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
6326,sunny,night,dry,100m,adult,right of the lane,50m,50km/h,truck,hurry (commute or flight),none
6333,sunny,night,dry,100m,adult,middle of the lane,50m,50km/h,truck,hurry (commute or flight),emergency vehicle
6347,sunny,night,dry,100m,children,middle of the lane,50m,50km/h,normal car,none,emergency vehicle
6353,sunny,night,dry,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,none,normal car
6358,sunny,night,dry,100m,adult,right of the lane,50m,50km/h,emergency vehicle,none,emergency vehicle
6367,sunny,night,dry,100m,children,middle of the lane,50m,50km/h,truck,none,normal car
6385,sunny,night,dry,100m,adult,middle of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),none
6416,sunny,night,dry,100m,children,right of the lane,100m,50km/h,normal car,hurry (commute or flight),normal car
6423,sunny,night,dry,100m,children,middle of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),none
6426,sunny,night,dry,100m,adult,right of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),normal car
6439,sunny,night,dry,100m,children,middle of the lane,100m,50km/h,truck,hurry (commute or flight),normal car
6484,sunny,night,dry,50m,children,right of the lane,10m,25km/h,normal car,urgent (to hospital),none
6492,sunny,night,dry,50m,children,right of the lane,10m,25km/h,normal car,urgent (to hospital),emergency vehicle
6493,sunny,night,dry,50m,adult,middle of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),none
6495,sunny,night,dry,50m,children,middle of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),none
6507,sunny,night,dry,50m,children,middle of the lane,10m,25km/h,truck,urgent (to hospital),none
6527,sunny,night,dry,50m,children,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
6530,sunny,night,dry,50m,adult,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),none
6533,sunny,night,dry,50m,adult,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
6536,sunny,night,dry,50m,children,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
6557,sunny,night,dry,50m,adult,middle of the lane,10m,25km/h,normal car,none,normal car
6614,sunny,night,dry,50m,adult,right of the lane,50m,25km/h,truck,urgent (to hospital),none
6632,sunny,night,dry,50m,children,right of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
6651,sunny,night,dry,50m,children,middle of the lane,50m,25km/h,truck,hurry (commute or flight),none
6661,sunny,night,dry,50m,adult,middle of the lane,50m,25km/h,normal car,none,none
6665,sunny,night,dry,50m,adult,middle of the lane,50m,25km/h,normal car,none,normal car
6673,sunny,night,dry,50m,adult,middle of the lane,50m,25km/h,emergency vehicle,none,none
6688,sunny,night,dry,50m,children,right of the lane,50m,25km/h,truck,none,none
6693,sunny,night,dry,50m,adult,middle of the lane,50m,25km/h,truck,none,emergency vehicle
6716,sunny,night,dry,50m,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
6724,sunny,night,dry,50m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),none
6741,sunny,night,dry,50m,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
6754,sunny,night,dry,50m,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
6809,sunny,night,dry,50m,adult,middle of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
6818,sunny,night,dry,50m,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),none
6843,sunny,night,dry,50m,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),none
6845,sunny,night,dry,50m,adult,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
6847,sunny,night,dry,50m,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
6880,sunny,night,dry,50m,children,right of the lane,10m,50km/h,normal car,none,none
6888,sunny,night,dry,50m,children,right of the lane,10m,50km/h,normal car,none,emergency vehicle
6904,sunny,night,dry,50m,children,right of the lane,10m,50km/h,truck,none,none
6915,sunny,night,dry,50m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),none
6921,sunny,night,dry,50m,adult,middle of the lane,50m,50km/h,normal car,urgent (to hospital),emergency vehicle
6952,sunny,night,dry,50m,children,right of the lane,50m,50km/h,normal car,hurry (commute or flight),none
7027,sunny,night,dry,50m,children,middle of the lane,100m,50km/h,normal car,urgent (to hospital),normal car
7039,sunny,night,dry,50m,children,middle of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),normal car
7041,sunny,night,dry,50m,adult,middle of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
7069,sunny,night,dry,50m,adult,middle of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),none
7086,sunny,night,dry,50m,adult,right of the lane,100m,50km/h,truck,hurry (commute or flight),normal car
7158,sunny,night,dry,20m,adult,right of the lane,10m,25km/h,truck,urgent (to hospital),normal car
7164,sunny,night,dry,20m,children,right of the lane,10m,25km/h,truck,urgent (to hospital),emergency vehicle
7168,sunny,night,dry,20m,children,right of the lane,10m,25km/h,normal car,hurry (commute or flight),none
7176,sunny,night,dry,20m,children,right of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
7182,sunny,night,dry,20m,adult,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
7192,sunny,night,dry,20m,children,right of the lane,10m,25km/h,truck,hurry (commute or flight),none
7199,sunny,night,dry,20m,children,middle of the lane,10m,25km/h,truck,hurry (commute or flight),emergency vehicle
7201,sunny,night,dry,20m,adult,middle of the lane,10m,25km/h,normal car,none,none
7202,sunny,night,dry,20m,adult,right of the lane,10m,25km/h,normal car,none,none
7204,sunny,night,dry,20m,children,right of the lane,10m,25km/h,normal car,none,none
7251,sunny,night,dry,20m,children,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
7294,sunny,night,dry,20m,adult,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
7301,sunny,night,dry,20m,adult,middle of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
7306,sunny,night,dry,20m,adult,right of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
7307,sunny,night,dry,20m,children,middle of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
7308,sunny,night,dry,20m,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
7318,sunny,night,dry,20m,adult,right of the lane,50m,25km/h,normal car,none,emergency vehicle
7334,sunny,night,dry,20m,adult,right of the lane,50m,25km/h,truck,none,none
7336,sunny,night,dry,20m,children,right of the lane,50m,25km/h,truck,none,none
7337,sunny,night,dry,20m,adult,middle of the lane,50m,25km/h,truck,none,normal car
7338,sunny,night,dry,20m,adult,right of the lane,50m,25km/h,truck,none,normal car
7364,sunny,night,dry,20m,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
7366,sunny,night,dry,20m,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
7370,sunny,night,dry,20m,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),none
7376,sunny,night,dry,20m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
7410,sunny,night,dry,20m,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
7412,sunny,night,dry,20m,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
7429,sunny,night,dry,20m,adult,middle of the lane,100m,25km/h,emergency vehicle,none,none
7432,sunny,night,dry,20m,children,right of the lane,100m,25km/h,emergency vehicle,none,none
7439,sunny,night,dry,20m,children,middle of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
7463,sunny,night,dry,20m,children,middle of the lane,10m,50km/h,normal car,urgent (to hospital),emergency vehicle
7469,sunny,night,dry,20m,adult,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
7477,sunny,night,dry,20m,adult,middle of the lane,10m,50km/h,truck,urgent (to hospital),none
7511,sunny,night,dry,20m,children,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
7512,sunny,night,dry,20m,children,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
7514,sunny,night,dry,20m,adult,right of the lane,10m,50km/h,truck,hurry (commute or flight),none
7516,sunny,night,dry,20m,children,right of the lane,10m,50km/h,truck,hurry (commute or flight),none
7525,sunny,night,dry,20m,adult,middle of the lane,10m,50km/h,normal car,none,none
7531,sunny,night,dry,20m,children,middle of the lane,10m,50km/h,normal car,none,normal car
7537,sunny,night,dry,20m,adult,middle of the lane,10m,50km/h,emergency vehicle,none,none
7538,sunny,night,dry,20m,adult,right of the lane,10m,50km/h,emergency vehicle,none,none
7590,sunny,night,dry,20m,adult,right of the lane,50m,50km/h,truck,urgent (to hospital),normal car
7627,sunny,night,dry,20m,children,middle of the lane,50m,50km/h,truck,hurry (commute or flight),normal car
7628,sunny,night,dry,20m,children,right of the lane,50m,50km/h,truck,hurry (commute or flight),normal car
7649,sunny,night,dry,20m,adult,middle of the lane,50m,50km/h,emergency vehicle,none,normal car
7668,sunny,night,dry,20m,children,right of the lane,50m,50km/h,truck,none,emergency vehicle
7669,sunny,night,dry,20m,adult,middle of the lane,100m,50km/h,normal car,urgent (to hospital),none
7672,sunny,night,dry,20m,children,right of the lane,100m,50km/h,normal car,urgent (to hospital),none
7683,sunny,night,dry,20m,children,middle of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),none
7684,sunny,night,dry,20m,children,right of the lane,100m,50km/h,emergency vehicle,urgent (to hospital),none
7699,sunny,night,dry,20m,children,middle of the lane,100m,50km/h,truck,urgent (to hospital),normal car
7713,sunny,night,dry,20m,adult,middle of the lane,100m,50km/h,normal car,hurry (commute or flight),emergency vehicle
7718,sunny,night,dry,20m,adult,right of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),none
7724,sunny,night,dry,20m,children,right of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),normal car
7726,sunny,night,dry,20m,adult,right of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
7727,sunny,night,dry,20m,children,middle of the lane,100m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
7732,sunny,night,dry,20m,children,right of the lane,100m,50km/h,truck,hurry (commute or flight),none
7733,sunny,night,dry,20m,adult,middle of the lane,100m,50km/h,truck,hurry (commute or flight),normal car
7745,sunny,night,dry,20m,adult,middle of the lane,100m,50km/h,normal car,none,normal car
7746,sunny,night,dry,20m,adult,right of the lane,100m,50km/h,normal car,none,normal car
7753,sunny,night,dry,20m,adult,middle of the lane,100m,50km/h,emergency vehicle,none,none
7758,sunny,night,dry,20m,adult,right of the lane,100m,50km/h,emergency vehicle,none,normal car
7772,sunny,night,dry,20m,children,right of the lane,100m,50km/h,truck,none,normal car
7783,sunny,night,wet,free,children,middle of the lane,10m,25km/h,normal car,urgent (to hospital),normal car
7785,sunny,night,wet,free,adult,middle of the lane,10m,25km/h,normal car,urgent (to hospital),emergency vehicle
7790,sunny,night,wet,free,adult,right of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),none
7794,sunny,night,wet,free,adult,right of the lane,10m,25km/h,emergency vehicle,urgent (to hospital),normal car
7801,sunny,night,wet,free,adult,middle of the lane,10m,25km/h,truck,urgent (to hospital),none
7809,sunny,night,wet,free,adult,middle of the lane,10m,25km/h,truck,urgent (to hospital),emergency vehicle
7822,sunny,night,wet,free,adult,right of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
7835,sunny,night,wet,free,children,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
7884,sunny,night,wet,free,children,right of the lane,10m,25km/h,truck,none,emergency vehicle
7886,sunny,night,wet,free,adult,right of the lane,50m,25km/h,normal car,urgent (to hospital),none
7890,sunny,night,wet,free,adult,right of the lane,50m,25km/h,normal car,urgent (to hospital),normal car
