id,weather,time,road_condition,bicycle_front_space,bicycle_rider,bicycle_position,dist_bicycle,ego_vehicle_speed,ego_role,occupant_requirement,following_vehicle
3455,sunny,day,wet,100m,children,middle of the lane,50m,25km/h,truck,none,emergency vehicle
3456,sunny,day,wet,100m,children,right of the lane,50m,25km/h,truck,none,emergency vehicle
3457,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,urgent (to hospital),none
3458,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),none
3459,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,urgent (to hospital),none
3460,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,urgent (to hospital),none
3461,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
3462,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
3463,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
3464,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
3465,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
3466,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
3467,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
3468,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
3469,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
3470,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
3471,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
3472,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
3473,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
3474,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
3475,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
3476,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
3477,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3478,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3479,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3480,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3481,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),none
3482,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),none
3483,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),none
3484,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),none
3485,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),normal car
3486,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
3487,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),normal car
3488,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
3489,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
3490,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
3491,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
3492,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
3493,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),none
3494,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,hurry (commute or flight),none
3495,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),none
3496,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,hurry (commute or flight),none
3497,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
3498,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
3499,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
3500,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
3501,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
3502,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
3503,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
3504,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
3505,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
3506,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
3507,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
3508,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
3509,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
3510,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
3511,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
3512,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
3513,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3514,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3515,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3516,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3517,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),none
3518,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),none
3519,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),none
3520,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),none
3521,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
3522,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
3523,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
3524,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
3525,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
3526,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
3527,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
3528,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
3529,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,none,none
3530,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,none,none
3531,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,none,none
3532,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,none,none
3533,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,none,normal car
3534,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,none,normal car
3535,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,none,normal car
3536,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,none,normal car
3537,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,normal car,none,emergency vehicle
3538,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,normal car,none,emergency vehicle
3539,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,normal car,none,emergency vehicle
3540,sunny,day,wet,100m,children,right of the lane,100m,25km/h,normal car,none,emergency vehicle
3541,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,none,none
3542,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,none,none
3543,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,none,none
3544,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,none,none
3545,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,none,normal car
3546,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,none,normal car
3547,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,none,normal car
3548,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,none,normal car
3549,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
3550,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
3551,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
3552,sunny,day,wet,100m,children,right of the lane,100m,25km/h,emergency vehicle,none,emergency vehicle
3553,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,none,none
3554,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,none,none
3555,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,none,none
3556,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,none,none
3557,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,none,normal car
3558,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,none,normal car
3559,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,none,normal car
3560,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,none,normal car
3561,sunny,day,wet,100m,adult,middle of the lane,100m,25km/h,truck,none,emergency vehicle
3562,sunny,day,wet,100m,adult,right of the lane,100m,25km/h,truck,none,emergency vehicle
3563,sunny,day,wet,100m,children,middle of the lane,100m,25km/h,truck,none,emergency vehicle
3564,sunny,day,wet,100m,children,right of the lane,100m,25km/h,truck,none,emergency vehicle
3565,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,urgent (to hospital),none
3566,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,urgent (to hospital),none
3567,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,urgent (to hospital),none
3568,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,urgent (to hospital),none
3569,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
3570,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
3571,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
3572,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,urgent (to hospital),normal car
3573,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,urgent (to hospital),emergency vehicle
3574,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,urgent (to hospital),emergency vehicle
3575,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,urgent (to hospital),emergency vehicle
3576,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,urgent (to hospital),emergency vehicle
3577,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),none
3578,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),none
3579,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),none
3580,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),none
3581,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
3582,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
3583,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
3584,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),normal car
3585,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3586,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3587,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3588,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3589,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,urgent (to hospital),none
3590,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,urgent (to hospital),none
3591,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,urgent (to hospital),none
3592,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,urgent (to hospital),none
3593,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,urgent (to hospital),normal car
3594,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,urgent (to hospital),normal car
3595,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,urgent (to hospital),normal car
3596,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,urgent (to hospital),normal car
3597,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,urgent (to hospital),emergency vehicle
3598,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,urgent (to hospital),emergency vehicle
3599,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,urgent (to hospital),emergency vehicle
3600,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,urgent (to hospital),emergency vehicle
3601,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),none
3602,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,hurry (commute or flight),none
3603,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),none
3604,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,hurry (commute or flight),none
3605,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
3606,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
3607,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
3608,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,hurry (commute or flight),normal car
3609,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3610,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3611,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3612,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3613,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),none
3614,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),none
3615,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),none
3616,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),none
3617,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3618,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3619,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3620,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3621,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3622,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3623,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3624,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3625,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,hurry (commute or flight),none
3626,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,hurry (commute or flight),none
3627,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,hurry (commute or flight),none
3628,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,hurry (commute or flight),none
3629,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,hurry (commute or flight),normal car
3630,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,hurry (commute or flight),normal car
3631,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,hurry (commute or flight),normal car
3632,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,hurry (commute or flight),normal car
3633,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,hurry (commute or flight),emergency vehicle
3634,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,hurry (commute or flight),emergency vehicle
3635,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,hurry (commute or flight),emergency vehicle
3636,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,hurry (commute or flight),emergency vehicle
3637,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,none,none
3638,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,none,none
3639,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,none,none
3640,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,none,none
3641,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,none,normal car
3642,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,none,normal car
3643,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,none,normal car
3644,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,none,normal car
3645,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,normal car,none,emergency vehicle
3646,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,normal car,none,emergency vehicle
3647,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,normal car,none,emergency vehicle
3648,sunny,day,wet,100m,children,right of the lane,10m,50km/h,normal car,none,emergency vehicle
3649,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,none,none
3650,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,none,none
3651,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,none,none
3652,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,none,none
3653,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,none,normal car
3654,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,none,normal car
3655,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,none,normal car
3656,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,none,normal car
3657,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,emergency vehicle,none,emergency vehicle
3658,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,emergency vehicle,none,emergency vehicle
3659,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,emergency vehicle,none,emergency vehicle
3660,sunny,day,wet,100m,children,right of the lane,10m,50km/h,emergency vehicle,none,emergency vehicle
3661,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,none,none
3662,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,none,none
3663,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,none,none
3664,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,none,none
3665,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,none,normal car
3666,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,none,normal car
3667,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,none,normal car
3668,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,none,normal car
3669,sunny,day,wet,100m,adult,middle of the lane,10m,50km/h,truck,none,emergency vehicle
3670,sunny,day,wet,100m,adult,right of the lane,10m,50km/h,truck,none,emergency vehicle
3671,sunny,day,wet,100m,children,middle of the lane,10m,50km/h,truck,none,emergency vehicle
3672,sunny,day,wet,100m,children,right of the lane,10m,50km/h,truck,none,emergency vehicle
3673,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,normal car,urgent (to hospital),none
3674,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,normal car,urgent (to hospital),none
3675,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),none
3676,sunny,day,wet,100m,children,right of the lane,50m,50km/h,normal car,urgent (to hospital),none
3677,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
3678,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
3679,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
3680,sunny,day,wet,100m,children,right of the lane,50m,50km/h,normal car,urgent (to hospital),normal car
3681,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,normal car,urgent (to hospital),emergency vehicle
3682,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,normal car,urgent (to hospital),emergency vehicle
3683,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,normal car,urgent (to hospital),emergency vehicle
3684,sunny,day,wet,100m,children,right of the lane,50m,50km/h,normal car,urgent (to hospital),emergency vehicle
3685,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
3686,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
3687,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
3688,sunny,day,wet,100m,children,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),none
3689,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),normal car
3690,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),normal car
3691,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),normal car
3692,sunny,day,wet,100m,children,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),normal car
3693,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3694,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3695,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3696,sunny,day,wet,100m,children,right of the lane,50m,50km/h,emergency vehicle,urgent (to hospital),emergency vehicle
3697,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,truck,urgent (to hospital),none
3698,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,truck,urgent (to hospital),none
3699,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,truck,urgent (to hospital),none
3700,sunny,day,wet,100m,children,right of the lane,50m,50km/h,truck,urgent (to hospital),none
3701,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,truck,urgent (to hospital),normal car
3702,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,truck,urgent (to hospital),normal car
3703,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,truck,urgent (to hospital),normal car
3704,sunny,day,wet,100m,children,right of the lane,50m,50km/h,truck,urgent (to hospital),normal car
3705,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,truck,urgent (to hospital),emergency vehicle
3706,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,truck,urgent (to hospital),emergency vehicle
3707,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,truck,urgent (to hospital),emergency vehicle
3708,sunny,day,wet,100m,children,right of the lane,50m,50km/h,truck,urgent (to hospital),emergency vehicle
3709,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,normal car,hurry (commute or flight),none
3710,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,normal car,hurry (commute or flight),none
3711,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,normal car,hurry (commute or flight),none
3712,sunny,day,wet,100m,children,right of the lane,50m,50km/h,normal car,hurry (commute or flight),none
3713,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,normal car,hurry (commute or flight),normal car
3714,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,normal car,hurry (commute or flight),normal car
3715,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,normal car,hurry (commute or flight),normal car
3716,sunny,day,wet,100m,children,right of the lane,50m,50km/h,normal car,hurry (commute or flight),normal car
3717,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3718,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3719,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3720,sunny,day,wet,100m,children,right of the lane,50m,50km/h,normal car,hurry (commute or flight),emergency vehicle
3721,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),none
3722,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),none
3723,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),none
3724,sunny,day,wet,100m,children,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),none
3725,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3726,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3727,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3728,sunny,day,wet,100m,children,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),normal car
3729,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3730,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3731,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3732,sunny,day,wet,100m,children,right of the lane,50m,50km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
3733,sunny,day,wet,100m,adult,middle of the lane,50m,50km/h,truck,hurry (commute or flight),none
3734,sunny,day,wet,100m,adult,right of the lane,50m,50km/h,truck,hurry (commute or flight),none
3735,sunny,day,wet,100m,children,middle of the lane,50m,50km/h,truck,hurry (commute or flight),none
3736,sunny,day,wet,100m,children,right of the lane,50m,50km/h,truck,hurry (commute or flight),none
