id,天气,时间,路况,自行车前方空隙,骑车人类型,骑车人位置,与骑车人距离,本车速度,本车角色,乘客需求,后车类型
6490,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
6491,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
6492,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
6493,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,紧急（去医院）,无
6494,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,无
6495,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,紧急（去医院）,无
6496,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,无
6497,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,紧急（去医院）,普通车辆
6498,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,普通车辆
6499,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,紧急（去医院）,普通车辆
6500,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,普通车辆
6501,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,紧急（去医院）,应急车辆
6502,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,应急车辆
6503,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,紧急（去医院）,应急车辆
6504,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,应急车辆
6505,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,紧急（去医院）,无
6506,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,紧急（去医院）,无
6507,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,紧急（去医院）,无
6508,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,紧急（去医院）,无
6509,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,紧急（去医院）,普通车辆
6510,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,紧急（去医院）,普通车辆
6511,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,紧急（去医院）,普通车辆
6512,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,紧急（去医院）,普通车辆
6513,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,紧急（去医院）,应急车辆
6514,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,紧急（去医院）,应急车辆
6515,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,紧急（去医院）,应急车辆
6516,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,紧急（去医院）,应急车辆
6517,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6518,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6519,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6520,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6521,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6522,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6523,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6524,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6525,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6526,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6527,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6528,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6529,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6530,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6531,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6532,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6533,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6534,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6535,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6536,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6537,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6538,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6539,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6540,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6541,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6542,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6543,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6544,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6545,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6546,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6547,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6548,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6549,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6550,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6551,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6552,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6553,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,无特殊需求,无
6554,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,无特殊需求,无
6555,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,无特殊需求,无
6556,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,无
6557,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,无特殊需求,普通车辆
6558,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,无特殊需求,普通车辆
6559,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,无特殊需求,普通车辆
6560,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,普通车辆
6561,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,无特殊需求,应急车辆
6562,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,普通车辆,无特殊需求,应急车辆
6563,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,无特殊需求,应急车辆
6564,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,应急车辆
6565,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,无特殊需求,无
6566,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,无特殊需求,无
6567,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,无特殊需求,无
6568,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,无特殊需求,无
6569,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,无特殊需求,普通车辆
6570,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,无特殊需求,普通车辆
6571,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,无特殊需求,普通车辆
6572,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,无特殊需求,普通车辆
6573,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,无特殊需求,应急车辆
6574,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,无特殊需求,应急车辆
6575,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,无特殊需求,应急车辆
6576,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,无特殊需求,应急车辆
6577,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,无特殊需求,无
6578,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,无特殊需求,无
6579,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,无特殊需求,无
6580,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,无特殊需求,无
6581,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,无特殊需求,普通车辆
6582,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,无特殊需求,普通车辆
6583,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,无特殊需求,普通车辆
6584,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,无特殊需求,普通车辆
6585,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,卡车,无特殊需求,应急车辆
6586,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,卡车,无特殊需求,应急车辆
6587,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,无特殊需求,应急车辆
6588,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,卡车,无特殊需求,应急车辆
6589,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,紧急（去医院）,无
6590,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,无
6591,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,紧急（去医院）,无
6592,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,无
6593,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
6594,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
6595,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
6596,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,普通车辆
6597,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,紧急（去医院）,应急车辆
6598,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,应急车辆
6599,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,紧急（去医院）,应急车辆
6600,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,应急车辆
6601,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,紧急（去医院）,无
6602,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,无
6603,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,无
6604,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,无
6605,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
6606,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
6607,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
6608,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
6609,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,紧急（去医院）,应急车辆
6610,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,应急车辆
6611,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,应急车辆
6612,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,应急车辆
6613,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,无
6614,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,无
6615,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,无
6616,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,无
6617,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,普通车辆
6618,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,普通车辆
6619,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,普通车辆
6620,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,普通车辆
6621,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,应急车辆
6622,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,应急车辆
6623,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,应急车辆
6624,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,应急车辆
6625,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6626,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6627,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6628,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
6629,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6630,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6631,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6632,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6633,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6634,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6635,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6636,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6637,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6638,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6639,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6640,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6641,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6642,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6643,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6644,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6645,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6646,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6647,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6648,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6649,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6650,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6651,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6652,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6653,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6654,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6655,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6656,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6657,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6658,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6659,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6660,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6661,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,无
6662,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,无
6663,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,无
6664,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,无
6665,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
6666,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,普通车辆
6667,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
6668,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,普通车辆
6669,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,应急车辆
6670,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
6671,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,应急车辆
6672,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
6673,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,无
6674,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,无
6675,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,无
6676,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,无
6677,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,普通车辆
6678,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,普通车辆
6679,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,普通车辆
6680,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,普通车辆
6681,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,应急车辆
6682,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,应急车辆,无特殊需求,应急车辆
6683,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,应急车辆
6684,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,应急车辆,无特殊需求,应急车辆
6685,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,无特殊需求,无
6686,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,无
6687,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,无特殊需求,无
6688,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,无
6689,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
6690,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,普通车辆
6691,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
6692,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,普通车辆
6693,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,无特殊需求,应急车辆
6694,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
6695,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,无特殊需求,应急车辆
6696,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
6697,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,普通车辆,紧急（去医院）,无
6698,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,无
6699,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,无
6700,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,无
6701,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
6702,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
6703,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
6704,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,普通车辆
6705,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
6706,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
6707,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
6708,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
6709,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
6710,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,无
6711,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
6712,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,无
6713,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
6714,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
6715,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
6716,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
6717,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
6718,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
6719,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
6720,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
6721,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,无
6722,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
6723,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,无
6724,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
6725,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
6726,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
6727,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,普通车辆
6728,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
6729,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
6730,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
6731,晴天,夜晚,干燥,50米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,应急车辆
6732,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,应急车辆
6733,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
