id,Météo,Moment de la journée,État de la route,Espace devant le cycliste,Type de cycliste,Position du cycliste,Distance au cycliste,Vitesse du véhicule ego,Rôle du véhicule ego,Besoin du passager,Véhicule suiveur
1961,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
1962,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
1963,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
1964,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
1965,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
1966,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
1967,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
1968,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
1969,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
1970,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
1971,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
1972,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
1973,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),voiture normale
1974,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),voiture normale
1975,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),voiture normale
1976,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),voiture normale
1977,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
1978,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
1979,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
1980,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
1981,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
1982,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
1983,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
1984,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
1985,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
1986,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
1987,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
1988,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
1989,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
1990,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
1991,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
1992,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
1993,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
1994,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
1995,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
1996,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
1997,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
1998,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
1999,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2000,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2001,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2002,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2003,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2004,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2005,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
2006,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
2007,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
2008,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
2009,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
2010,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
2011,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
2012,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
2013,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2014,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2015,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2016,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2017,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,aucun
2018,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,aucun
2019,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,aucune,aucun
2020,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,aucun
2021,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,voiture normale
2022,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,voiture normale
2023,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,aucune,voiture normale
2024,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,voiture normale
2025,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
2026,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
2027,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
2028,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
2029,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
2030,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
2031,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
2032,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
2033,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
2034,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
2035,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
2036,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
2037,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2038,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2039,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2040,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2041,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,aucune,aucun
2042,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,aucune,aucun
2043,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,aucune,aucun
2044,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,aucune,aucun
2045,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,aucune,voiture normale
2046,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,aucune,voiture normale
2047,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,aucune,voiture normale
2048,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,aucune,voiture normale
2049,ensoleillé,jour,sec,20m,adulte,milieu de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
2050,ensoleillé,jour,sec,20m,adulte,droite de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
2051,ensoleillé,jour,sec,20m,enfant,milieu de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
2052,ensoleillé,jour,sec,20m,enfant,droite de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
2053,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2054,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2055,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2056,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2057,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2058,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2059,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2060,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2061,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2062,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2063,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2064,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2065,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2066,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2067,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2068,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2069,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2070,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2071,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2072,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2073,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2074,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2075,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2076,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2077,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
2078,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
2079,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
2080,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
2081,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
2082,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
2083,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
2084,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
2085,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
2086,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
2087,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
2088,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
2089,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
2090,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
2091,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
2092,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
2093,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
2094,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
2095,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
2096,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
2097,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
2098,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
2099,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
2100,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
2101,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
2102,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
2103,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
2104,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
2105,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2106,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2107,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2108,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2109,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2110,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2111,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2112,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2113,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
2114,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
2115,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
2116,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
2117,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
2118,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
2119,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
2120,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
2121,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2122,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2123,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2124,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2125,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,aucun
2126,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,aucun
2127,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,aucun
2128,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,aucun
2129,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
2130,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,voiture normale
2131,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
2132,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,voiture normale
2133,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
2134,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
2135,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
2136,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
2137,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
2138,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
2139,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
2140,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
2141,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
2142,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
2143,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
2144,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
2145,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2146,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2147,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2148,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2149,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,aucune,aucun
2150,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,aucune,aucun
2151,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,aucune,aucun
2152,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,aucune,aucun
2153,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,aucune,voiture normale
2154,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,aucune,voiture normale
2155,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,aucune,voiture normale
2156,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,aucune,voiture normale
2157,ensoleillé,jour,sec,20m,adulte,milieu de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
2158,ensoleillé,jour,sec,20m,adulte,droite de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
2159,ensoleillé,jour,sec,20m,enfant,milieu de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
2160,ensoleillé,jour,sec,20m,enfant,droite de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
2161,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2162,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2163,ensoleillé,jour,sec,20m,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2164,ensoleillé,jour,sec,20m,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2165,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2166,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2167,ensoleillé,jour,sec,20m,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2168,ensoleillé,jour,sec,20m,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
2169,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2170,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2171,ensoleillé,jour,sec,20m,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2172,ensoleillé,jour,sec,20m,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2173,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2174,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2175,ensoleillé,jour,sec,20m,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2176,ensoleillé,jour,sec,20m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2177,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2178,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2179,ensoleillé,jour,sec,20m,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2180,ensoleillé,jour,sec,20m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2181,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2182,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2183,ensoleillé,jour,sec,20m,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2184,ensoleillé,jour,sec,20m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
2185,ensoleillé,jour,sec,20m,adulte,milieu de la voie,100m,25km/h,camion,urgence (vers l'hôpital),aucun
2186,ensoleillé,jour,sec,20m,adulte,droite de la voie,100m,25km/h,camion,urgence (vers l'hôpital),aucun
