id,天气,时间,路况,自行车前方空隙,骑车人类型,骑车人位置,与骑车人距离,本车速度,本车角色,乘客需求,后车类型
3670,晴天,白天,潮湿,100米,成年人,车道右侧,10米,50km/h,卡车,无特殊需求,应急车辆
3683,晴天,白天,潮湿,100米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,应急车辆
3687,晴天,白天,潮湿,100米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,无
3690,晴天,白天,潮湿,100米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
3704,晴天,白天,潮湿,100米,儿童,车道右侧,50米,50km/h,卡车,紧急（去医院）,普通车辆
3712,晴天,白天,潮湿,100米,儿童,车道右侧,50米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
3753,晴天,白天,潮湿,100米,成年人,车道中间,50米,50km/h,普通车辆,无特殊需求,应急车辆
3770,晴天,白天,潮湿,100米,成年人,车道右侧,50米,50km/h,卡车,无特殊需求,无
3827,晴天,白天,潮湿,100米,儿童,车道中间,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
3837,晴天,白天,潮湿,100米,成年人,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
3883,晴天,白天,潮湿,100米,儿童,车道中间,100米,50km/h,卡车,无特殊需求,普通车辆
3888,晴天,白天,潮湿,100米,儿童,车道右侧,100米,50km/h,卡车,无特殊需求,应急车辆
3965,晴天,白天,潮湿,50米,成年人,车道中间,10米,25km/h,普通车辆,无特殊需求,普通车辆
3972,晴天,白天,潮湿,50米,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,应急车辆
3980,晴天,白天,潮湿,50米,儿童,车道右侧,10米,25km/h,应急车辆,无特殊需求,普通车辆
3994,晴天,白天,潮湿,50米,成年人,车道右侧,10米,25km/h,卡车,无特殊需求,应急车辆
4008,晴天,白天,潮湿,50米,儿童,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,应急车辆
4014,晴天,白天,潮湿,50米,成年人,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,普通车辆
4032,晴天,白天,潮湿,50米,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,应急车辆
4033,晴天,白天,潮湿,50米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
4035,晴天,白天,潮湿,50米,儿童,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
4047,晴天,白天,潮湿,50米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
4049,晴天,白天,潮湿,50米,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
4060,晴天,白天,潮湿,50米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
4069,晴天,白天,潮湿,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,无
4070,晴天,白天,潮湿,50米,成年人,车道右侧,50米,25km/h,普通车辆,无特殊需求,无
4073,晴天,白天,潮湿,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
4075,晴天,白天,潮湿,50米,儿童,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
4098,晴天,白天,潮湿,50米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,普通车辆
4102,晴天,白天,潮湿,50米,成年人,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
4107,晴天,白天,潮湿,50米,儿童,车道中间,100米,25km/h,普通车辆,紧急（去医院）,无
4116,晴天,白天,潮湿,50米,儿童,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,应急车辆
4141,晴天,白天,潮湿,50米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
4149,晴天,白天,潮湿,50米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
4150,晴天,白天,潮湿,50米,成年人,车道右侧,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
4167,晴天,白天,潮湿,50米,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
4169,晴天,白天,潮湿,50米,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
4190,晴天,白天,潮湿,50米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
4192,晴天,白天,潮湿,50米,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
4194,晴天,白天,潮湿,50米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
4195,晴天,白天,潮湿,50米,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
4198,晴天,白天,潮湿,50米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
4203,晴天,白天,潮湿,50米,儿童,车道中间,100米,25km/h,卡车,无特殊需求,无
4220,晴天,白天,潮湿,50米,儿童,车道右侧,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
4270,晴天,白天,潮湿,50米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
4280,晴天,白天,潮湿,50米,儿童,车道右侧,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
4292,晴天,白天,潮湿,50米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,普通车辆
4323,晴天,白天,潮湿,50米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,无
4339,晴天,白天,潮湿,50米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
4376,晴天,白天,潮湿,50米,儿童,车道右侧,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
4388,晴天,白天,潮湿,50米,儿童,车道右侧,50米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
4394,晴天,白天,潮湿,50米,成年人,车道右侧,50米,50km/h,普通车辆,无特殊需求,无
4402,晴天,白天,潮湿,50米,成年人,车道右侧,50米,50km/h,普通车辆,无特殊需求,应急车辆
4411,晴天,白天,潮湿,50米,儿童,车道中间,50米,50km/h,应急车辆,无特殊需求,普通车辆
4412,晴天,白天,潮湿,50米,儿童,车道右侧,50米,50km/h,应急车辆,无特殊需求,普通车辆
4442,晴天,白天,潮湿,50米,成年人,车道右侧,100米,50km/h,应急车辆,紧急（去医院）,无
4446,晴天,白天,潮湿,50米,成年人,车道右侧,100米,50km/h,应急车辆,紧急（去医院）,普通车辆
4449,晴天,白天,潮湿,50米,成年人,车道中间,100米,50km/h,应急车辆,紧急（去医院）,应急车辆
4462,晴天,白天,潮湿,50米,成年人,车道右侧,100米,50km/h,卡车,紧急（去医院）,应急车辆
4476,晴天,白天,潮湿,50米,儿童,车道右侧,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
4490,晴天,白天,潮湿,50米,成年人,车道右侧,100米,50km/h,卡车,赶时间（通勤或赶飞机）,无
4497,晴天,白天,潮湿,50米,成年人,车道中间,100米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
4520,晴天,白天,潮湿,50米,儿童,车道右侧,100米,50km/h,应急车辆,无特殊需求,普通车辆
4526,晴天,白天,潮湿,50米,成年人,车道右侧,100米,50km/h,卡车,无特殊需求,无
4528,晴天,白天,潮湿,50米,儿童,车道右侧,100米,50km/h,卡车,无特殊需求,无
4547,晴天,白天,潮湿,20米,儿童,车道中间,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
4548,晴天,白天,潮湿,20米,儿童,车道右侧,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
4549,晴天,白天,潮湿,20米,成年人,车道中间,10米,25km/h,应急车辆,紧急（去医院）,无
4578,晴天,白天,潮湿,20米,成年人,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
4597,晴天,白天,潮湿,20米,成年人,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
4610,晴天,白天,潮湿,20米,成年人,车道右侧,10米,25km/h,普通车辆,无特殊需求,无
4673,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,卡车,紧急（去医院）,普通车辆
4679,晴天,白天,潮湿,20米,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,应急车辆
4681,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
4689,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
4697,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
4721,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
4725,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,应急车辆
4731,晴天,白天,潮湿,20米,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,无
4739,晴天,白天,潮湿,20米,儿童,车道中间,50米,25km/h,应急车辆,无特殊需求,应急车辆
4743,晴天,白天,潮湿,20米,儿童,车道中间,50米,25km/h,卡车,无特殊需求,无
4745,晴天,白天,潮湿,20米,成年人,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
4752,晴天,白天,潮湿,20米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,应急车辆
4771,晴天,白天,潮湿,20米,儿童,车道中间,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
4772,晴天,白天,潮湿,20米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
4773,晴天,白天,潮湿,20米,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,应急车辆
4784,晴天,白天,潮湿,20米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
4825,晴天,白天,潮湿,20米,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,无
4833,晴天,白天,潮湿,20米,成年人,车道中间,100米,25km/h,普通车辆,无特殊需求,应急车辆
4848,晴天,白天,潮湿,20米,儿童,车道右侧,100米,25km/h,应急车辆,无特殊需求,应急车辆
4849,晴天,白天,潮湿,20米,成年人,车道中间,100米,25km/h,卡车,无特殊需求,无
4875,晴天,白天,潮湿,20米,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,无
4878,晴天,白天,潮湿,20米,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
4895,晴天,白天,潮湿,20米,儿童,车道中间,10米,50km/h,卡车,紧急（去医院）,应急车辆
4910,晴天,白天,潮湿,20米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
4950,晴天,白天,潮湿,20米,成年人,车道右侧,10米,50km/h,应急车辆,无特殊需求,普通车辆
4975,晴天,白天,潮湿,20米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
4982,晴天,白天,潮湿,20米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,无
4983,晴天,白天,潮湿,20米,儿童,车道中间,50米,50km/h,应急车辆,紧急（去医院）,无
4984,晴天,白天,潮湿,20米,儿童,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,无
4986,晴天,白天,潮湿,20米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,普通车辆
5020,晴天,白天,潮湿,20米,儿童,车道右侧,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
5027,晴天,白天,潮湿,20米,儿童,车道中间,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
5043,晴天,白天,潮湿,20米,儿童,车道中间,50米,50km/h,普通车辆,无特殊需求,无
5049,晴天,白天,潮湿,20米,成年人,车道中间,50米,50km/h,普通车辆,无特殊需求,应急车辆
5072,晴天,白天,潮湿,20米,儿童,车道右侧,50米,50km/h,卡车,无特殊需求,普通车辆
5091,晴天,白天,潮湿,20米,儿童,车道中间,100米,50km/h,应急车辆,紧急（去医院）,无
5100,晴天,白天,潮湿,20米,儿童,车道右侧,100米,50km/h,应急车辆,紧急（去医院）,应急车辆
5117,晴天,白天,潮湿,20米,成年人,车道中间,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
5129,晴天,白天,潮湿,20米,成年人,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
5145,晴天,白天,潮湿,20米,成年人,车道中间,100米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
5166,晴天,白天,潮湿,20米,成年人,车道右侧,100米,50km/h,应急车辆,无特殊需求,普通车辆
5169,晴天,白天,潮湿,20米,成年人,车道中间,100米,50km/h,应急车辆,无特殊需求,应急车辆
5171,晴天,白天,潮湿,20米,儿童,车道中间,100米,50km/h,应急车辆,无特殊需求,应急车辆
5183,晴天,白天,潮湿,20米,儿童,车道中间,100米,50km/h,卡车,无特殊需求,应急车辆
5196,晴天,夜晚,干燥,无车辆,儿童,车道右侧,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
5199,晴天,夜晚,干燥,无车辆,儿童,车道中间,10米,25km/h,应急车辆,紧急（去医院）,无
5216,晴天,夜晚,干燥,无车辆,儿童,车道右侧,10米,25km/h,卡车,紧急（去医院）,普通车辆
5228,晴天,夜晚,干燥,无车辆,儿童,车道右侧,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
5231,晴天,夜晚,干燥,无车辆,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
5245,晴天,夜晚,干燥,无车辆,成年人,车道中间,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
5260,晴天,夜晚,干燥,无车辆,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,无
5294,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,25km/h,普通车辆,紧急（去医院）,无
5306,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,25km/h,应急车辆,紧急（去医院）,无
5333,晴天,夜晚,干燥,无车辆,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
5358,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
5360,晴天,夜晚,干燥,无车辆,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
5364,晴天,夜晚,干燥,无车辆,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
5395,晴天,夜晚,干燥,无车辆,儿童,车道中间,50米,25km/h,卡车,无特殊需求,普通车辆
5413,晴天,夜晚,干燥,无车辆,成年人,车道中间,100米,25km/h,应急车辆,紧急（去医院）,无
5439,晴天,夜晚,干燥,无车辆,儿童,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,无
5450,晴天,夜晚,干燥,无车辆,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
5467,晴天,夜晚,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
5503,晴天,夜晚,干燥,无车辆,儿童,车道中间,100米,25km/h,卡车,无特殊需求,普通车辆
5513,晴天,夜晚,干燥,无车辆,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
5526,晴天,夜晚,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
5528,晴天,夜晚,干燥,无车辆,儿童,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
5555,晴天,夜晚,干燥,无车辆,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
5573,晴天,夜晚,干燥,无车辆,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
5577,晴天,夜晚,干燥,无车辆,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
5599,晴天,夜晚,干燥,无车辆,儿童,车道中间,10米,50km/h,应急车辆,无特殊需求,普通车辆
5602,晴天,夜晚,干燥,无车辆,成年人,车道右侧,10米,50km/h,应急车辆,无特殊需求,应急车辆
5611,晴天,夜晚,干燥,无车辆,儿童,车道中间,10米,50km/h,卡车,无特殊需求,普通车辆
5622,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
5666,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
5690,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,50km/h,普通车辆,无特殊需求,无
5702,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,50km/h,应急车辆,无特殊需求,无
5703,晴天,夜晚,干燥,无车辆,儿童,车道中间,50米,50km/h,应急车辆,无特殊需求,无
5710,晴天,夜晚,干燥,无车辆,成年人,车道右侧,50米,50km/h,应急车辆,无特殊需求,应急车辆
5717,晴天,夜晚,干燥,无车辆,成年人,车道中间,50米,50km/h,卡车,无特殊需求,普通车辆
5728,晴天,夜晚,干燥,无车辆,儿童,车道右侧,100米,50km/h,普通车辆,紧急（去医院）,无
5733,晴天,夜晚,干燥,无车辆,成年人,车道中间,100米,50km/h,普通车辆,紧急（去医院）,应急车辆
5744,晴天,夜晚,干燥,无车辆,儿童,车道右侧,100米,50km/h,应急车辆,紧急（去医院）,普通车辆
5765,晴天,夜晚,干燥,无车辆,成年人,车道中间,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
5815,晴天,夜晚,干燥,无车辆,儿童,车道中间,100米,50km/h,应急车辆,无特殊需求,普通车辆
5850,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,25km/h,应急车辆,紧急（去医院）,普通车辆
5858,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,25km/h,卡车,紧急（去医院）,无
5889,晴天,夜晚,干燥,100米,成年人,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
5894,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,25km/h,卡车,赶时间（通勤或赶飞机）,无
5916,晴天,夜晚,干燥,100米,儿童,车道右侧,10米,25km/h,普通车辆,无特殊需求,应急车辆
5953,晴天,夜晚,干燥,100米,成年人,车道中间,50米,25km/h,应急车辆,紧急（去医院）,无
5955,晴天,夜晚,干燥,100米,儿童,车道中间,50米,25km/h,应急车辆,紧急（去医院）,无
5971,晴天,夜晚,干燥,100米,儿童,车道中间,50米,25km/h,卡车,紧急（去医院）,普通车辆
5976,晴天,夜晚,干燥,100米,儿童,车道右侧,50米,25km/h,卡车,紧急（去医院）,应急车辆
5981,晴天,夜晚,干燥,100米,成年人,车道中间,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
5991,晴天,夜晚,干燥,100米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
5997,晴天,夜晚,干燥,100米,成年人,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
5999,晴天,夜晚,干燥,100米,儿童,车道中间,50米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6003,晴天,夜晚,干燥,100米,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6004,晴天,夜晚,干燥,100米,儿童,车道右侧,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6024,晴天,夜晚,干燥,100米,儿童,车道右侧,50米,25km/h,普通车辆,无特殊需求,应急车辆
6025,晴天,夜晚,干燥,100米,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,无
6050,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,普通车辆,紧急（去医院）,无
6073,晴天,夜晚,干燥,100米,成年人,车道中间,100米,25km/h,卡车,紧急（去医院）,无
6075,晴天,夜晚,干燥,100米,儿童,车道中间,100米,25km/h,卡车,紧急（去医院）,无
6076,晴天,夜晚,干燥,100米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
6078,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,卡车,紧急（去医院）,普通车辆
6098,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6101,晴天,夜晚,干燥,100米,成年人,车道中间,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6109,晴天,夜晚,干燥,100米,成年人,车道中间,100米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6120,晴天,夜晚,干燥,100米,儿童,车道右侧,100米,25km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6133,晴天,夜晚,干燥,100米,成年人,车道中间,100米,25km/h,应急车辆,无特殊需求,无
6134,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,无
6138,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,应急车辆,无特殊需求,普通车辆
6139,晴天,夜晚,干燥,100米,儿童,车道中间,100米,25km/h,应急车辆,无特殊需求,普通车辆
6150,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,普通车辆
6154,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,25km/h,卡车,无特殊需求,应急车辆
6174,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,普通车辆
6179,晴天,夜晚,干燥,100米,儿童,车道中间,10米,50km/h,应急车辆,紧急（去医院）,应急车辆
6199,晴天,夜晚,干燥,100米,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6210,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6225,晴天,夜晚,干燥,100米,成年人,车道中间,10米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6235,晴天,夜晚,干燥,100米,儿童,车道中间,10米,50km/h,普通车辆,无特殊需求,普通车辆
6238,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
6240,晴天,夜晚,干燥,100米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
6243,晴天,夜晚,干燥,100米,儿童,车道中间,10米,50km/h,应急车辆,无特殊需求,无
6244,晴天,夜晚,干燥,100米,儿童,车道右侧,10米,50km/h,应急车辆,无特殊需求,无
6254,晴天,夜晚,干燥,100米,成年人,车道右侧,10米,50km/h,卡车,无特殊需求,无
6260,晴天,夜晚,干燥,100米,儿童,车道右侧,10米,50km/h,卡车,无特殊需求,普通车辆
6271,晴天,夜晚,干燥,100米,儿童,车道中间,50米,50km/h,普通车辆,紧急（去医院）,普通车辆
6286,晴天,夜晚,干燥,100米,成年人,车道右侧,50米,50km/h,应急车辆,紧急（去医院）,应急车辆
6290,晴天,夜晚,干燥,100米,成年人,车道右侧,50米,50km/h,卡车,紧急（去医院）,无
6293,晴天,夜晚,干燥,100米,成年人,车道中间,50米,50km/h,卡车,紧急（去医院）,普通车辆
6321,晴天,夜晚,干燥,100米,成年人,车道中间,50米,50km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6326,晴天,夜晚,干燥,100米,成年人,车道右侧,50米,50km/h,卡车,赶时间（通勤或赶飞机）,无
6333,晴天,夜晚,干燥,100米,成年人,车道中间,50米,50km/h,卡车,赶时间（通勤或赶飞机）,应急车辆
6347,晴天,夜晚,干燥,100米,儿童,车道中间,50米,50km/h,普通车辆,无特殊需求,应急车辆
6353,晴天,夜晚,干燥,100米,成年人,车道中间,50米,50km/h,应急车辆,无特殊需求,普通车辆
6358,晴天,夜晚,干燥,100米,成年人,车道右侧,50米,50km/h,应急车辆,无特殊需求,应急车辆
6367,晴天,夜晚,干燥,100米,儿童,车道中间,50米,50km/h,卡车,无特殊需求,普通车辆
6385,晴天,夜晚,干燥,100米,成年人,车道中间,100米,50km/h,应急车辆,紧急（去医院）,无
6416,晴天,夜晚,干燥,100米,儿童,车道右侧,100米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6423,晴天,夜晚,干燥,100米,儿童,车道中间,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,无
6426,晴天,夜晚,干燥,100米,成年人,车道右侧,100米,50km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6439,晴天,夜晚,干燥,100米,儿童,车道中间,100米,50km/h,卡车,赶时间（通勤或赶飞机）,普通车辆
6484,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,紧急（去医院）,无
6492,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,普通车辆,紧急（去医院）,应急车辆
6493,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,紧急（去医院）,无
6495,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,应急车辆,紧急（去医院）,无
6507,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,卡车,紧急（去医院）,无
6527,晴天,夜晚,干燥,50米,儿童,车道中间,10米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6530,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,无
6533,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6536,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,25km/h,应急车辆,赶时间（通勤或赶飞机）,普通车辆
6557,晴天,夜晚,干燥,50米,成年人,车道中间,10米,25km/h,普通车辆,无特殊需求,普通车辆
6614,晴天,夜晚,干燥,50米,成年人,车道右侧,50米,25km/h,卡车,紧急（去医院）,无
6632,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6651,晴天,夜晚,干燥,50米,儿童,车道中间,50米,25km/h,卡车,赶时间（通勤或赶飞机）,无
6661,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,无
6665,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,普通车辆,无特殊需求,普通车辆
6673,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,应急车辆,无特殊需求,无
6688,晴天,夜晚,干燥,50米,儿童,车道右侧,50米,25km/h,卡车,无特殊需求,无
6693,晴天,夜晚,干燥,50米,成年人,车道中间,50米,25km/h,卡车,无特殊需求,应急车辆
6716,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,应急车辆,紧急（去医院）,普通车辆
6724,晴天,夜晚,干燥,50米,儿童,车道右侧,100米,25km/h,卡车,紧急（去医院）,无
6741,晴天,夜晚,干燥,50米,成年人,车道中间,100米,25km/h,普通车辆,赶时间（通勤或赶飞机）,应急车辆
6754,晴天,夜晚,干燥,50米,成年人,车道右侧,100米,25km/h,应急车辆,赶时间（通勤或赶飞机）,应急车辆
6809,晴天,夜晚,干燥,50米,成年人,车道中间,10米,50km/h,普通车辆,紧急（去医院）,普通车辆
6818,晴天,夜晚,干燥,50米,成年人,车道右侧,10米,50km/h,应急车辆,紧急（去医院）,无
6843,晴天,夜晚,干燥,50米,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,无
6845,晴天,夜晚,干燥,50米,成年人,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6847,晴天,夜晚,干燥,50米,儿童,车道中间,10米,50km/h,普通车辆,赶时间（通勤或赶飞机）,普通车辆
6880,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,无
6888,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,50km/h,普通车辆,无特殊需求,应急车辆
6904,晴天,夜晚,干燥,50米,儿童,车道右侧,10米,50km/h,卡车,无特殊需求,无
