id,Météo,Moment de la journée,État de la route,Espace devant le cycliste,Type de cycliste,Position du cycliste,Distance au cycliste,Vitesse du véhicule ego,Rôle du véhicule ego,Besoin du passager,Véhicule suiveur
3355,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
3377,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
3394,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
3406,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
3464,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
3474,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
3483,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,100m,25km/h,camion,urgence (vers l'hôpital),aucun
3489,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,100m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
3499,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,100m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
3506,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
3508,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
3509,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
3510,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
3520,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,100m,25km/h,camion,pressé (trajet ou vol),aucun
3523,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,100m,25km/h,camion,pressé (trajet ou vol),voiture normale
3526,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,100m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
3530,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,100m,25km/h,voiture normale,aucune,aucun
3534,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,100m,25km/h,voiture normale,aucune,voiture normale
3572,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,10m,50km/h,voiture normale,urgence (vers l'hôpital),voiture normale
3579,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
3589,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,10m,50km/h,camion,urgence (vers l'hôpital),aucun
3610,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,10m,50km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
3617,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,10m,50km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
3634,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,10m,50km/h,camion,pressé (trajet ou vol),véhicule d'urgence
3670,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,10m,50km/h,camion,aucune,véhicule d'urgence
3683,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,50m,50km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
3687,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
3690,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
3704,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,50m,50km/h,camion,urgence (vers l'hôpital),voiture normale
3712,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,50m,50km/h,voiture normale,pressé (trajet ou vol),aucun
3753,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,50m,50km/h,voiture normale,aucune,véhicule d'urgence
3770,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,50m,50km/h,camion,aucune,aucun
3827,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,100m,50km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
3837,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,100m,50km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
3883,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,100m,50km/h,camion,aucune,voiture normale
3888,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,100m,50km/h,camion,aucune,véhicule d'urgence
3965,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,voiture normale
3972,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
3980,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
3994,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
4008,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
4014,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
4032,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
4033,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
4035,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
4047,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
4049,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
4060,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
4069,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,aucun
4070,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,aucun
4073,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
4075,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
4098,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,50m,25km/h,camion,aucune,voiture normale
4102,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
4107,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
4116,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
4141,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,100m,25km/h,voiture normale,pressé (trajet ou vol),aucun
4149,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,100m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
4150,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
4167,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,100m,25km/h,camion,pressé (trajet ou vol),aucun
4169,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,100m,25km/h,camion,pressé (trajet ou vol),voiture normale
4190,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,aucun
4192,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,aucun
4194,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,voiture normale
4195,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,aucune,voiture normale
4198,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
4203,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,100m,25km/h,camion,aucune,aucun
4220,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,10m,50km/h,voiture normale,urgence (vers l'hôpital),voiture normale
4270,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
4280,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,10m,50km/h,camion,pressé (trajet ou vol),voiture normale
4292,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,10m,50km/h,voiture normale,aucune,voiture normale
4323,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,50m,50km/h,voiture normale,urgence (vers l'hôpital),aucun
4339,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
4376,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,50m,50km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
4388,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,50m,50km/h,camion,pressé (trajet ou vol),voiture normale
4394,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,50m,50km/h,voiture normale,aucune,aucun
4402,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,50m,50km/h,voiture normale,aucune,véhicule d'urgence
4411,ensoleillé,jour,mouillé,50m,enfant,milieu de la voie,50m,50km/h,véhicule d'urgence,aucune,voiture normale
4412,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,50m,50km/h,véhicule d'urgence,aucune,voiture normale
4442,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
4446,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
4449,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,100m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
4462,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,50km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
4476,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,100m,50km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
4490,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,50km/h,camion,pressé (trajet ou vol),aucun
4497,ensoleillé,jour,mouillé,50m,adulte,milieu de la voie,100m,50km/h,camion,pressé (trajet ou vol),véhicule d'urgence
4520,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,100m,50km/h,véhicule d'urgence,aucune,voiture normale
4526,ensoleillé,jour,mouillé,50m,adulte,droite de la voie,100m,50km/h,camion,aucune,aucun
4528,ensoleillé,jour,mouillé,50m,enfant,droite de la voie,100m,50km/h,camion,aucune,aucun
4547,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,10m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
4548,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,10m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
4549,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
4578,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
4597,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
4610,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,aucun
4673,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
4679,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
4681,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
4689,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
4697,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
4721,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
4725,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
4731,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
4739,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
4743,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,25km/h,camion,aucune,aucun
4745,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,25km/h,camion,aucune,voiture normale
4752,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
4771,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
4772,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
4773,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
4784,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,100m,25km/h,camion,urgence (vers l'hôpital),voiture normale
4825,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,25km/h,voiture normale,aucune,aucun
4833,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,25km/h,voiture normale,aucune,véhicule d'urgence
4848,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
4849,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,25km/h,camion,aucune,aucun
4875,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
4878,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
4895,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,10m,50km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
4910,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
4950,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,aucune,voiture normale
4975,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,50km/h,voiture normale,urgence (vers l'hôpital),voiture normale
4982,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
4983,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
4984,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
4986,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
5020,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,50m,50km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
5027,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,50km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
5043,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,50m,50km/h,voiture normale,aucune,aucun
5049,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,50m,50km/h,voiture normale,aucune,véhicule d'urgence
5072,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,50m,50km/h,camion,aucune,voiture normale
5091,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,100m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
5100,ensoleillé,jour,mouillé,20m,enfant,droite de la voie,100m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
5117,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,50km/h,voiture normale,pressé (trajet ou vol),voiture normale
5129,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,50km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
5145,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,50km/h,camion,pressé (trajet ou vol),véhicule d'urgence
5166,ensoleillé,jour,mouillé,20m,adulte,droite de la voie,100m,50km/h,véhicule d'urgence,aucune,voiture normale
5169,ensoleillé,jour,mouillé,20m,adulte,milieu de la voie,100m,50km/h,véhicule d'urgence,aucune,véhicule d'urgence
5171,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,100m,50km/h,véhicule d'urgence,aucune,véhicule d'urgence
5183,ensoleillé,jour,mouillé,20m,enfant,milieu de la voie,100m,50km/h,camion,aucune,véhicule d'urgence
5196,ensoleillé,nuit,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
5199,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
5216,ensoleillé,nuit,sec,libre,enfant,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),voiture normale
5228,ensoleillé,nuit,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
5231,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
5245,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
5260,ensoleillé,nuit,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,aucun
5294,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
5306,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
5333,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
5358,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
5360,ensoleillé,nuit,sec,libre,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
5364,ensoleillé,nuit,sec,libre,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
5395,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,aucune,voiture normale
5413,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
5439,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,100m,25km/h,voiture normale,pressé (trajet ou vol),aucun
5450,ensoleillé,nuit,sec,libre,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
5467,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,100m,25km/h,camion,pressé (trajet ou vol),voiture normale
5503,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,100m,25km/h,camion,aucune,voiture normale
5513,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,10m,50km/h,voiture normale,urgence (vers l'hôpital),voiture normale
5526,ensoleillé,nuit,sec,libre,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
5528,ensoleillé,nuit,sec,libre,enfant,droite de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
5555,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,10m,50km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
5573,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,10m,50km/h,camion,pressé (trajet ou vol),voiture normale
5577,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,10m,50km/h,camion,pressé (trajet ou vol),véhicule d'urgence
5599,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,10m,50km/h,véhicule d'urgence,aucune,voiture normale
5602,ensoleillé,nuit,sec,libre,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,aucune,véhicule d'urgence
5611,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,10m,50km/h,camion,aucune,voiture normale
5622,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,50km/h,voiture normale,urgence (vers l'hôpital),voiture normale
5666,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
5690,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,50km/h,voiture normale,aucune,aucun
5702,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,aucune,aucun
5703,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,50m,50km/h,véhicule d'urgence,aucune,aucun
5710,ensoleillé,nuit,sec,libre,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,aucune,véhicule d'urgence
5717,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,50m,50km/h,camion,aucune,voiture normale
5728,ensoleillé,nuit,sec,libre,enfant,droite de la voie,100m,50km/h,voiture normale,urgence (vers l'hôpital),aucun
5733,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,100m,50km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
5744,ensoleillé,nuit,sec,libre,enfant,droite de la voie,100m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
5765,ensoleillé,nuit,sec,libre,adulte,milieu de la voie,100m,50km/h,voiture normale,pressé (trajet ou vol),voiture normale
5815,ensoleillé,nuit,sec,libre,enfant,milieu de la voie,100m,50km/h,véhicule d'urgence,aucune,voiture normale
5850,ensoleillé,nuit,sec,100m,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
5858,ensoleillé,nuit,sec,100m,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
5889,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
5894,ensoleillé,nuit,sec,100m,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
5916,ensoleillé,nuit,sec,100m,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
5953,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
5955,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
5971,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
5976,ensoleillé,nuit,sec,100m,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
5981,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
5991,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
5997,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
5999,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
6003,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
6004,ensoleillé,nuit,sec,100m,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
6024,ensoleillé,nuit,sec,100m,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
6025,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
6050,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
6073,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,100m,25km/h,camion,urgence (vers l'hôpital),aucun
6075,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,100m,25km/h,camion,urgence (vers l'hôpital),aucun
6076,ensoleillé,nuit,sec,100m,enfant,droite de la voie,100m,25km/h,camion,urgence (vers l'hôpital),aucun
6078,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,camion,urgence (vers l'hôpital),voiture normale
6098,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
6101,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
6109,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,100m,25km/h,camion,pressé (trajet ou vol),aucun
6120,ensoleillé,nuit,sec,100m,enfant,droite de la voie,100m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
6133,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,aucune,aucun
6134,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,aucun
6138,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,voiture normale
6139,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,aucune,voiture normale
6150,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,camion,aucune,voiture normale
6154,ensoleillé,nuit,sec,100m,adulte,droite de la voie,100m,25km/h,camion,aucune,véhicule d'urgence
6174,ensoleillé,nuit,sec,100m,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
6179,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
6199,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,10m,50km/h,voiture normale,pressé (trajet ou vol),voiture normale
6210,ensoleillé,nuit,sec,100m,adulte,droite de la voie,10m,50km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
6225,ensoleillé,nuit,sec,100m,adulte,milieu de la voie,10m,50km/h,camion,pressé (trajet ou vol),véhicule d'urgence
6235,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,10m,50km/h,voiture normale,aucune,voiture normale
6238,ensoleillé,nuit,sec,100m,adulte,droite de la voie,10m,50km/h,voiture normale,aucune,véhicule d'urgence
6240,ensoleillé,nuit,sec,100m,enfant,droite de la voie,10m,50km/h,voiture normale,aucune,véhicule d'urgence
6243,ensoleillé,nuit,sec,100m,enfant,milieu de la voie,10m,50km/h,véhicule d'urgence,aucune,aucun
6244,ensoleillé,nuit,sec,100m,enfant,droite de la voie,10m,50km/h,véhicule d'urgence,aucune,aucun
